Title,Description,HTML,Download,Service
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""even"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Scott          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1608"">2015</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/scott/scott_2015_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/scott/Scott_Tile_Index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/scott/Scott_Hydro_Breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/scott/scott2015.zip"">Derivatives</a> (33.2 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/scott/scott-las.zip"">LAS</a> (53.4 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
</td>
<td class=""views-field views-field-field-lidar-dat-size"">
</td>
<td class=""views-field views-field-field-lidar-tin-size"">
</td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""odd"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Shelby          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1609"">2011</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby_2011_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby_hydro_breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby2011.zip"">Derivatives</a> (15.9 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby-las.zip"">LAS</a> (23.7 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
<a href=""/DGN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby-dgn.zip"">DGN</a> (42.1 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dat-size"">
<a href=""/DAT""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby-dat.zip"">DAT</a> (12.5 GB)
</a> </td>
<td class=""views-field views-field-field-lidar-tin-size"">
<a href=""/TIN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/shelby/shelby-tin.zip"">TIN</a> (62.7 GB)
</a> </td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""even"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            St. Clair          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1610"">2012</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stclair/StClair_2012_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stclair/StClair_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
</td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stclair/st-clair2012.zip"">Derivatives</a> (20.4 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stclair/stclair-las.zip"">LAS</a> (30.4 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
</td>
<td class=""views-field views-field-field-lidar-dat-size"">
</td>
<td class=""views-field views-field-field-lidar-tin-size"">
</td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""odd"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Stark          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1611"">2012</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark_2012_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark_hydro_breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark2012.zip"">Derivatives</a> (8.1 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark-las.zip"">LAS</a> (9.5 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
<a href=""/DGN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark-dgn.zip"">DGN</a> (18.8 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dat-size"">
<a href=""/DAT""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stark/stark-dat.zip"">DAT</a> (5.5 GB)
</a> </td>
<td class=""views-field views-field-field-lidar-tin-size"">
<a href=""/TIN""><a href=""http://isgs.illinois.edu/clearinghouse/lidar/counties/stark/stark-tin.zip"">TIN</a> (26.4 GB)
</a> </td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""even"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Stephenson          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1612"">2009</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson_hydro_breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson2009.zip"">Derivatives</a> (3.6 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson-las.zip"">LAS</a> (24.2 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
<a href=""/DGN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson-dgn.zip"">DGN</a> (25.3 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dat-size"">
<a href=""/DAT""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson-dat.zip"">DAT</a> (5.6 GB)
</a> </td>
<td class=""views-field views-field-field-lidar-tin-size"">
<a href=""/TIN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/stephenson/stephenson-tin.zip"">TIN</a> (28.2 GB)
</a> </td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""odd"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Tazewell          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1613"">2012</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell_2012_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell_hydro_breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell2012.zip"">Derivatives</a> (13.8 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell-las.zip"">LAS</a> (23.4 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
<a href=""/DGN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell-dgn.zip"">DGN</a> (35.8 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dat-size"">
<a href=""/DAT""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell-dat.zip"">DAT</a> (7.3 GB)
</a> </td>
<td class=""views-field views-field-field-lidar-tin-size"">
<a href=""/TIN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/tazewell/tazewell-tin.zip"">TIN</a> (56.3 GB)
</a> </td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""even"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Union          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1614"">2011</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/union/union_2011_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/union/union_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
</td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/union/union2011.zip"">Derivatives</a> (4.5 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-west/union/union-las.zip"">LAS</a> (20.5 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
</td>
<td class=""views-field views-field-field-lidar-dat-size"">
</td>
<td class=""views-field views-field-field-lidar-tin-size"">
</td>
<td class=""views-field views-field-edit-node"">
</td>
</tr>
<tr class=""odd"">
<td class=""views-field views-field-field-lidar-county-name active searchCounty"">
            Vermilion          </td>
<td class=""views-field views-field-field-lidar-county-year searchYear"">
<a href=""/node/1615"">2012</a> </td>
<td class=""views-field views-field-field-lidar-county-status"">
            Available          </td>
<td class=""views-field views-field-field-lidar-county-metadata"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion_2012_metadata.xml"" target=""_blank"">Metadata</a> </td>
<td class=""views-field views-field-field-lidar-tile-index"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion_tile_index.zip"">Tile Index</a> </td>
<td class=""views-field views-field-field-lidar-county-breaklines"">
<a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion_hydro_breaklines.zip"">Breaklines</a> </td>
<td class=""views-field views-field-field-lidar-derivatives-size"">
<a href=""/Derivatives""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion2012.zip"">Derivatives</a> (34.1 GB)</a> </td>
<td class=""views-field views-field-field-lidar-las-size"">
<a href=""/LAS""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion-las.zip"">LAS</a> (68.6 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dgn-size"">
<a href=""/DGN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion-dgn.zip"">DGN</a> (93.3 GB)</a> </td>
<td class=""views-field views-field-field-lidar-dat-size"">
<a href=""/DAT""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion-dat.zip"">DAT</a> (26.1 GB)
</a> </td>
<td class=""views-field views-field-field-lidar-tin-size"">
<a href=""/TIN""><a href=""https://clearinghouse.isgs.illinois.edu/distribute-east/vermilion/vermilion-tin.zip"">TIN</a> (135.0 GB)
</a> </td>
<td class=""views-field views-field-edit-node"">
