245,034$d,034$e,034$f,034$g,650,651,520$a
"10$aBioblitz zones for Erie Bluffs State Park.","-80.403909","-80.370036","42.024289","42.003993","\7$aBioblitz.$2ISO 19115 Topic Categories|\7$aZone.$2ISO 19115 Topic Categories|\7$aState Parks.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories","\7$aErie County.$2none|\7$aState Parks.$2none|\7$aErie Bluffs.$2none","coho_bioblitzzones."
"10$aLandmarks in Pennsylvania.","-80.5181","-74.6170","42.2340","39.6930","\7$aland mark landmark landmarks.$2none|\7$ahistory historical unique.$2none","\7$aPennsylvania.$2none|\7$aPresque Isle.$2none|\7$aTamarack Swamp.$2none|\7$aTitus Bog.$2none|\7$aWattsburg Bog.$2none|\7$aPine Creek Gorge.$2none|\7$aHeart Content Scenic Area.$2none|\7$aTionesta Scenic and Research Area.$2none|\7$aNay Aug Gorge.$2none|\7$aLake Lacawac.$2none|\7$aCathedral Natural Area.$2none|\7$aThe Glenns Natural Area.$2none|\7$aTannersville Cranberry Bog.$2none|\7$aHickory Run Boulder Field.$2none|\7$aSlippery Rock Gorge.$2none|\7$aSnyder-Middleswarth Natural Area.$2none|\7$aBear Meadows Natural Area.$2none|\7$aHawk Mountain Sanctuary.$2none|\7$aMonroe Border Fault.$2none|\7$aSusquehanna Water Gap.$2none|\7$aBox Huckleberry Site.$2none|\7$aFlorence Jones Reinman.$2none|\7$aHemlocks Natural Area.$2none|\7$aWissahickon Valley.$2none|\7$aTinicum Wildlife Preserve.$2none|\7$aFerncliff Peninsula Natural Area.$2none|\7$aFerncliff Wildlife Preserve.$2none|\7$aReynolds Spring.$2none","compendium."
"10$aNational Fish Hatcheries.","-80.5181","-74.6170","42.2340","39.6930","\7$afish hatcheries.$2none","\7$aPennsylvania.$2none|\7$aAllegheny National Fish Hatchery.$2none|\7$aNational Fish Research and Development Center.$2none|\7$aLamar Division.$2none|\7$aTylersville Division.$2none","compendium-1abe856e-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aNational forests in Pennsylvania.","-80.5181","-74.6170","42.2340","39.6930","\7$anational forests.$2none","\7$aPennsylvania.$2none|\7$aAllegheny National Forest.$2none","compendium-1ac3405f-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aNational parks in Pennsylvania.","-80.5181","-74.6170","42.2340","39.6930","\7$anational parks.$2none","\7$aPennsylvania.$2none|\7$aUpper Delaware River.$2none|\7$aSteamtown.$2none|\7$aDelaware Water Gap.$2none|\7$aAllegheny Portage Railroad.$2none|\7$aJohnstown Flood Memorial.$2none|\7$aHopewell Village.$2none|\7$aValley Forge.$2none|\7$aEdgar Allan Poe National Historic Site.$2none|\7$aIndependence National Historic Site.$2none|\7$aThaddeus Kosciuszko.$2none|\7$aGloria Dei Church.$2none|\7$aFort Necessity.$2none|\7$aGettysburg.$2none|\7$aEisenhower National Historical Site.$2none|\7$aFriendship Hill National Historical Site.$2none","compendium-1ac78620-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aNational Wildlife Preserves in Pennsylvania.","-80.5181","-74.6170","42.2340","39.6930","\7$anational wildlife preserves.$2none","\7$aPennsylvania.$2none|\7$aCrulls Island.$2none|\7$aThompson Island.$2none|\7$aHickory Creek Wilderness.$2none|\7$aCourson Island.$2none|\7$aKing Island.$2none|\7$aBaker Island.$2none|\7$aDawson Island.$2none","compendium-1acc6821-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aPennsylvania Major Rivers 1996.","-80.541800","-74.687900","42.269500","39.719890","\7$amajor rivers.$2ISO 19115 Topic Categories|\7$arivers.$2ISO 19115 Topic Categories|\7$ainlandWaters.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2none","compendium-215c1835-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aCritical Treasures.",,,,,"\0$aPennsylvania.","\0$ahighlands.","Critical_Treasures."
"10$aSoil Survey Geographic (SSURGO) database for Pennsylvania.","-77.472","-76.955","40.070","39.720","\0$asoil survey.|\0$asoils.|\0$aSoil Survey Geographic.|\0$aSSURGO.","\7$aPennsylvania.$2USGS Geographic Names Information System (GNIS)","DataGateway-nrcs-usda-gov."
"10$aTree Canopy Change, Washington DC, 2006 - 2011 (DRAFT)","-77.119840","-76.909012","38.995968","38.803099","\7$aTree Canopy.$2ISO 19115 Topic Categories|\7$aChange Detection.$2ISO 19115 Topic Categories|\7$aUTC.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories",,"DC_TreeCanopy_Change_20062011."
"10$aDCNR - State Forest Lands 2017.","-80.060352","-74.728977","41.965510","39.679751","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aState Forest.$2ISO 19115 Topic Categories|\7$aenvironment.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories",,"DCNR_BOF_Bndry_SFM201703."
"10$aDCNR - State Forest District Offices 2017.","-80.617398","-74.616786","42.282417","39.674273","\7$aboundaries.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","DCNR_BOF_DistOffices201703."
"10$aDCNR - State Forest District Boundaries 2017.","-80.617398","-74.616786","42.282417","39.674273","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aadministrative units.$2ISO 19115 Topic Categories|\7$aState forest districts.$2ISO 19115 Topic Categories|\7$aboundaries.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","DCNR_BOF_StateForests201703."
"10$aDCNR - State Forest District Boundaries 2017.","-80.617398","-74.616786","42.282417","39.674273","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aadministrative units.$2ISO 19115 Topic Categories|\7$aState forest districts.$2ISO 19115 Topic Categories|\7$aboundaries.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","DCNR_BOF_WildandNaturalAreas201703."
"10$aDCNR LOC Export Dec 31 2012.","-78.629088","-76.888315","41.837951","40.908114","\0$aLimits of Clearance.|\0$aGas.|\0$aDCNR.|\0$aLOC.|\0$aCleareance.",,"DCNR_LOC_Export_Dec_31_2012."
"10$aDCNR Local Parks 2015.","-80.561371","-74.684610","42.196208","39.700861","\7$aState Parks.$2ISO 19115 Topic Categories|\7$arecreation areas.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories|\7$aSociety.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","DCNR_LocalPark201511."
"10$aDCNR PA Local Parks Access Points 2015.","-80.561371","-74.684610","42.196208","39.700861","\7$aState Parks.$2ISO 19115 Topic Categories|\7$arecreation areas.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories|\7$aSociety.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","DCNR_LocalParkAccess201511."
"10$aDCNR Pads Export Dec 31 2012.","-78.626496","-76.888550","41.824486","40.908225","\0$aWells.|\0$apads.|\0$agas.|\0$alease.|\0$asevered.|\0$aimpoundments.|\0$aDCNR.",,"DCNR_Pads_Export_Dec_31_2012."
"10$aPennslyvania Wilds."," -79.671050"," -77.041090"," 42.000620"," 40.799800","\7$aPA Wilds.$2ISO Metadata Standard 19115.3|\7$aenvironment.$2ISO Metadata Standard 19115.3|\7$abiota.$2ISO Metadata Standard 19115.3|\7$aWild areas.$2ISO Metadata Standard 19115.3|\7$aPennsylvania Wild areas.$2ISO Metadata Standard 19115.3","\0$aPennsylvania.","dcnr_pawildsrec."
"10$aDCNR Pipeline Export Dec 31 2012.","-78.628487","-76.927272","41.787517","41.052768","\0$apipeline.|\0$aright of way.|\0$agas.|\0$aDCNR.",,"DCNR_Pipeline_Export_Dec_31_2012."
"10$aDCNR Rail Trails point 2008.","-80.519124","-74.780078","42.012886","39.649424","\7$arail-trails, bike trails, multi-use paths, Rails-to-Trails Conservancy.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"DCNR_RailTrails_wp200808."
"10$aDCNR Rail Trails 2008.","-80.519418","-74.776731","42.012886","39.649424","\7$arail-trails, bike trails, multi-use paths, Rails-to-Trails Conservancy.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"DCNR_RailTrails200808."
"10$aDCNR Road Gas Export Dec 31 2012.","-78.653972","-76.945693","41.830089","40.910054","\0$ashale gas.|\0$agas.|\0$aroads.|\0$aMarcellus.|\0$aDCNR.",,"DCNR_Road_Gas_Export_Dec_31_2012."
"10$aSnowmobile Trails of PA.","-80.452880","-75.458525","42.012886","39.719934","\7$aSnowmobileTrails.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories","\0$aPennsylvania.","DCNR_SnowmobileTrails2008."
"10$aSnowmobile Trails of PA - points.","-80.452880","-75.461702","42.012886","40.111110","\7$aSnowmobile trails.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories","\0$aPennsylvania.","DCNR_SnowmobileTrails2008_WP."
"10$aDCNR Local Parks 2015.","-80.561371","-74.684610","42.196208","39.700861","\7$aState Parks.$2ISO 19115 Topic Categories|\7$arecreation areas.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories|\7$aSociety.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","dcnr_stateparkbound_2003."
"10$aDCNR PA Local Parks Access Points 2015.","-80.561371","-74.684610","42.196208","39.700861","\7$aState Parks.$2ISO 19115 Topic Categories|\7$arecreation areas.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories|\7$aSociety.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","dcnr_stateparkbound_2003-18d5eef7-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aDelaware Estuary Boundary.","-76.406138","-74.365511","40.894076","38.683375","\7$aDelaware Estuary.$2ISO 19115 Topic Categories|\7$aboundaries.$2ISO 19115 Topic Categories|\7$aenvironment.$2ISO 19115 Topic Categories","\0$aPennsylvania.|\0$aNew Jersey.|\0$aDelaware.","DEestuary_polygon."
"10$aDelaware Flooding spring 2005.","-75.456408 ","-74.651214 ","40.749000 ","39.767917 ","\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories|\7$ainlandwaters.$2ISO 19115 Topic Categories","\0$aDelaware River.","delawareflood2005."
"10$aDelaware River Watershed Initiative - Soils.","-76.440848","-74.349910","42.463152","38.676701","\7$asoil survey.$2ISO 19115 Topic Categories|\7$asoils.$2ISO 19115 Topic Categories|\7$aSoil Survey Geographic.$2ISO 19115 Topic Categories|\7$aSSURGO.$2ISO 19115 Topic Categories|\7$ageoscientificInformation.$2ISO 19115 Topic Categories","\0$aDelaware River.","DelawareRiverWatershedInitiative_Soils201502."
"10$aDelaware Valley Land Cover 1985.","-76.151420","-74.381169","40.609183","39.508766","\7$aTrees.$2ISO 19115 Topic Categories|\7$aLandcover.$2ISO 19115 Topic Categories|\7$aForest.$2ISO 19115 Topic Categories|\7$aplanningCadastre.$2ISO 19115 Topic Categories","\0$aPhiladelphia.|\0$aDelaware Valley.|\0$aBucks County.|\0$aChester County.|\0$aGlouscester County.|\0$aMercer County.|\0$aCamden County.|\0$aMontgomery County.|\0$aDelaware County.|\0$aBurlington County.","delawarevalley_landcover1985."
"10$aDelaware Valley Land Cover 1993.","-76.151420","-74.381169","40.609183","39.508766","\7$aTrees.$2ISO 19115 Topic Categories|\7$aLandcover.$2ISO 19115 Topic Categories|\7$aForest.$2ISO 19115 Topic Categories|\7$aplanningCadastre.$2ISO 19115 Topic Categories","\0$aPhiladelphia.|\0$aDelaware Valley.|\0$aBucks County.|\0$aChester County.|\0$aGlouscester County.|\0$aMercer County.|\0$aCamden County.|\0$aMontgomery County.|\0$aDelaware County.|\0$aBurlington County.","delawarevalley_landcover1993."
"10$aDelaware Valley Land Cover 2000.","-76.151420","-74.381169","40.609183","39.508766","\7$aTrees.$2ISO 19115 Topic Categories|\7$aLandcover.$2ISO 19115 Topic Categories|\7$aForest.$2ISO 19115 Topic Categories|\7$aplanningCadastre.$2ISO 19115 Topic Categories","\0$aPhiladelphia.|\0$aDelaware Valley.|\0$aBucks County.|\0$aChester County.|\0$aGlouscester County.|\0$aMercer County.|\0$aCamden County.|\0$aMontgomery County.|\0$aDelaware County.|\0$aBurlington County.","delawarevalley_landcover2000."
"10$a7.5 minute digital elevation models (DEM) for Pennsylvania 10 meter.","-80.5194","-74.696","42.2695","39.7199","\7$aDEM.$2ISO 19115 Topic Categories|\7$adigital elevation model.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories|\7$adigital terrain model.$2ISO 19115 Topic Categories|\7$ahypsography.$2ISO 19115 Topic Categories|\7$aaltitude.$2ISO 19115 Topic Categories","\7$aAbbottstown Quadrangle.$2none|\7$aPennsylvania.$2none","dem10meter."
"10$a7.5 minute digital elevation models (DEM) for Pennsylvania (30 meter)","-80.5194","-74.696","42.2695","39.7199","\7$aDEM.$2ISO 19115 Topic Categories|\7$adigital elevation model.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories|\7$adigital terrain model.$2ISO 19115 Topic Categories|\7$ahypsography.$2ISO 19115 Topic Categories|\7$aaltitude.$2ISO 19115 Topic Categories","\7$aAbbottstown Quadrangle.$2none|\7$aPennsylvania.$2none","dem30meter."
"10$a7.5 minute digital elevation models (DEM) for the District of Columbia (30 meter)","-77","-76.875","38.875","38.75","\7$aDEM.$2ISO 19115 Topic Categories|\7$adigital elevation model.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories|\7$adigital terrain model.$2ISO 19115 Topic Categories|\7$ahypsography.$2ISO 19115 Topic Categories|\7$aaltitude.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\7$aDistrict of Columbia.$2none","dem30meter_DC."
"10$a7.5 minute digital elevation models (DEM) for Virginia (30 meter)","-83.781947 ","-75.134618","39.496607 ","36.412297","\7$aDEM.$2ISO 19115 Topic Categories|\7$adigital elevation model.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories|\7$adigital terrain model.$2ISO 19115 Topic Categories|\7$ahypsography.$2ISO 19115 Topic Categories|\7$aaltitude.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\7$aVirginia.$2none","dem30meter_VA."
"10$a7.5 minute digital elevation models (DEM) for West Virginia (30 meter)","-82.703964 ","-77.657322","40.640064","37.160336","\7$aDEM.$2ISO 19115 Topic Categories|\7$adigital elevation model.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories|\7$adigital terrain model.$2ISO 19115 Topic Categories|\7$ahypsography.$2ISO 19115 Topic Categories|\7$aaltitude.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\7$aWest Virginia.$2none","dem30meter_WV."
"10$aDFIRM Depth Grid: 1% Annual Chance Flood Depth Grid for Armstrong County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Armstrong."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Beaver County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Beaver."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Bedford County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Bedford."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Blair County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Blair."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Butler County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Butler."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Cambria County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Cambria."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Cameron County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Cameron."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Clarion County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Clarion."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Clearfield County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Clearfield."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Elk County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Elk."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Franklin County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Franklin."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Fulton County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Fulton."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Greene County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Greene."
"10$aDFIRM Depth Grid: 1% Annual Chance Flood Depth Grid for Huntingdon County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Huntingdon."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Jefferson County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Jefferson."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Lawrence County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Lawrence."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Luzerne County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Luzerne."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for McKean County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_McKean."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Mercer County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Mercer."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Potter County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Potter."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Tioga County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Tioga."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Venango County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Venango."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Warren County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Warren."
"10$aDFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Washington County.",,,,,"\7$ainlandWaters.$2ISO 19115 Topic Categories",,"DFIRMDepthGrid_Washington."
"10$aDigitized Mined Areas.","-80.620713","-78.197643","41.305453","39.694012","\7$aeconomy.$2ISO 19115 Topic Categories|\7$acoal mine, bituminous.$2ISO 19115 Topic Categories|\7$aDigitized Mined Areas.$2ISO 19115 Topic Categories|\7$acoal resources.$2ISO 19115 Topic Categories|\7$aabandoned mine.$2ISO 19115 Topic Categories|\7$aactive mine.$2ISO 19115 Topic Categories|\7$aundermined.$2ISO 19115 Topic Categories|\7$aWaynesburg coal seam.$2ISO 19115 Topic Categories|\7$aSewickley coal seam.$2ISO 19115 Topic Categories|\7$aRedstone coal seam.$2ISO 19115 Topic Categories|\7$aPittsburgh coal seam.$2ISO 19115 Topic Categories|\7$aUpper Freeport coal seam.$2ISO 19115 Topic Categories|\7$aLower Freeport coal seam.$2ISO 19115 Topic Categories|\7$aUpper Kittanning coal seam.$2ISO 19115 Topic Categories|\7$aLower Kittanning coal seam.$2ISO 19115 Topic Categories|\7$aMiddle Kittanning coal seam.$2ISO 19115 Topic Categories|\7$aClarion coal seam.$2ISO 19115 Topic Categories|\7$aBrookville coal seam.$2ISO 19115 Topic Categories","\0$aPennsylvania.","DigitizedMinedAreas2018_02."
"10$aUSACE Bare Earth LiDAR and derived projects for Fort Indiantown Gap near Lebanon, Pennsylvania.","-76.755715","-76512210","40.493479","40.384648","\0$aElevation Data.|\0$aLiDAR.|\0$aDTM.|\0$aLand Surface.|\0$aBare Earth LAS.|\0$aDEM.|\0$aLAS.|\0$aGround Control.|\0$aPoint Cloud.|\0$aGeoTIFF.|\0$aERDAS Imagine.|\0$aTile Index.|\0$aUS Army Corps of Engineers.|\0$aUSACE.|\0$aIMG.","\0$aFort Indiantown Gap.|\0$aLebanon.|\0$aLebanon County.|\0$aPennsylvania.|\0$aUSA.|\0$aPA.","DMVA_FIG_Lidar2017."
"10$aDigital Orthophoto (DOQQ - quarter-quadrangle) for Pennsylvania.","-77","-76.875","40","39.875","\7$aDOQ.$2ISO 19115 Topic Categories|\7$aDOQQ.$2ISO 19115 Topic Categories|\7$adigital orthophoto.$2ISO 19115 Topic Categories|\7$adigital orthophotoquad.$2ISO 19115 Topic Categories|\7$adigital image map.$2ISO 19115 Topic Categories|\7$aaerial photograph.$2ISO 19115 Topic Categories|\7$arectified photograph.$2ISO 19115 Topic Categories|\7$arectified image.$2ISO 19115 Topic Categories|\7$aorthophoto.$2ISO 19115 Topic Categories|\7$aquarter-quadrangle orthophoto.$2ISO 19115 Topic Categories|\7$a1-meter orthophoto.$2ISO 19115 Topic Categories|\7$a3.75- x 3.75-minute orthophoto.$2ISO 19115 Topic Categories|\7$a7.5- x 7.5-minute orthophoto.$2ISO 19115 Topic Categories|\7$aNational Aerial Photography Program.$2ISO 19115 Topic Categories|\7$aNAPP.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2none","doq93_pa."
