Title,Date,Publisher,Description,Metadata,Download
"(u'DVRPC 2015 Digital Orthoimagery for Southeast Pennsylvania',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Multi-spectral digital orthophotography was produced at a scale of 1:2400 (1 in = 200 ft) with a 12 inch pixel resolution for the DVRPC - PA project area. Digital orthophotography combines the image characteristics of a photograph with the geometric qualities of a map. Orthophoto data is produced through the use of digitized perspective aerial photographs or other remotely sensed image data. This data is processed into a digital product that has been rectified for camera lens distortion, vertical displacement caused by terrain relief, and variations in aircraft altitude and orientation.',)","(u'FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/aerials2015/
"(u'DVRPC 2015 Digital Orthoimagery for Southeast Pennsylvania - County Mosaics',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Multi-spectral digital orthophotography was produced at a scale of 1:2400 (1 in = 200 ft) with a 12 inch pixel resolution for the DVRPC - PA project area. Digital orthophotography combines the image characteristics of a photograph with the geometric qualities of a map. Orthophoto data is produced through the use of digitized perspective aerial photographs or other remotely sensed image data. This data is processed into a digital product that has been rectified for camera lens distortion, vertical displacement caused by terrain relief, and variations in aircraft altitude and orientation.',)","(u'FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/countymosaics/2015/
"(u'DVRPC 2015 Digital Orthoimagery for Southeast Pennsylvania - Tile Index',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Multi-spectral digital orthophotography was produced at a scale of 1:2400 (1 in = 200 ft) with a 12 inch pixel resolution for the DVRPC - PA project area. Digital orthophotography combines the image characteristics of a photograph with the geometric qualities of a map. Orthophoto data is produced through the use of digitized perspective aerial photographs or other remotely sensed image data. This data is processed into a digital product that has been rectified for camera lens distortion, vertical displacement caused by terrain relief, and variations in aircraft altitude and orientation.',)","(u'FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/aerials2015/DVRPC_TileIndex2015.zip
"(u'DVRPC 2015 LiDAR - DEM',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Delaware Valley 2015 LiDAR project called for the Planning, Acquisition, processing and derivative products of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meter. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of UTM Zone 18, NAD83 (2011), meters and vertical datum of NAVD1988 (GEOID12A), meters. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 25 individual 1500 meter X 1500 meter tiles for the pilot (3752 individual 1500 meter X 1500 meter tiles for the entire project area), Bare Earth DEMs tiled to the same 1500 meter X 1500 meter tile schema, and Breaklines in Esri shapefile format. Ground Conditions: LiDAR was collected in spring of 2015, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, Quantum Spatial established 76 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the Delaware Valley project area. The accuracy of the data was checked with 91 NVA points and 70 VVA points (161 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/lidar2015/ERDAS_IMG_Raster_DEM
"(u'DVRPC 2015 LiDAR - Intensity Images',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Delaware Valley 2015 LiDAR project called for the Planning, Acquisition, processing and derivative products of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meter. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of UTM Zone 18, NAD83 (2011), meters and vertical datum of NAVD1988 (GEOID12A), meters. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 25 individual 1500 meter X 1500 meter tiles for the pilot (3752 individual 1500 meter X 1500 meter tiles for the entire project area), Bare Earth DEMs tiled to the same 1500 meter X 1500 meter tile schema, and Breaklines in Esri shapefile format. Ground Conditions: LiDAR was collected in spring of 2015, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, Quantum Spatial established 76 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the Delaware Valley project area. The accuracy of the data was checked with 91 NVA points and 70 VVA points (161 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/lidar2015/Intensity_Images
"(u'DVRPC 2015 LiDAR - LAS',)","(u'2016',)","(u'Delaware Valley Regional Planning Commission',)","(u'Delaware Valley 2015 LiDAR project called for the Planning, Acquisition, processing and derivative products of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meter. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of UTM Zone 18, NAD83 (2011), meters and vertical datum of NAVD1988 (GEOID12A), meters. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 25 individual 1500 meter X 1500 meter tiles for the pilot (3752 individual 1500 meter X 1500 meter tiles for the entire project area), Bare Earth DEMs tiled to the same 1500 meter X 1500 meter tile schema, and Breaklines in Esri shapefile format. Ground Conditions: LiDAR was collected in spring of 2015, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, Quantum Spatial established 76 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the Delaware Valley project area. The accuracy of the data was checked with 91 NVA points and 70 VVA points (161 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/lidar2015/Classified_LAS
"(u'DVRPC Historic Digital Imagery (multiple years) 1959, 1965-1995',)","(u'1959 - 1995',)","(u'Delaware Valley Regional Planning Commission',)","(u'Prior to the year 2000, DVRPC\u2019s aerial imagery consisted of mylar aerial photo\r\nenlargements or \u201catlas sheets\u201d. These atlas sheets were produced from 9x9"" aerial\r\nphotos. The imagery dates from the years 1959, 1965, 1970, 1975, 1980, 1985, 1990,\r\n& 1995. The 1959s and 1965s primarily cover the urbanized portion of\r\nthe DVRPC region (the DVRPC region is made up of nine counties: Bucks, Chester,\r\nDelaware, Montgomery, and Philadelphia in Pennsylvania; Burlington, Camden,\r\nGloucester, and Mercer in New Jersey). Subsequent years provide full coverage of the\r\nregion, minus the occasional missing scan.\r\nIn order to increase the efficiency of using the historical aerial imagery, the sheets were\r\nscanned into TIFF (Tagged Image File Format) files. Each TIFF file ranges between 35-\r\n40MB in size. Unlike DVRPC\u2019s more recent aerial imagery (2000 and later), the\r\nhistorical aerials are not \u201corthorectified\u201d or \u201corthocorrected\u201d. In other words, they are\r\nsimply aerial images with no spatial reference or uniform scale. Through the process of\r\ngeoreferencing, the scanned images can be assigned a spatial reference which will\r\nenable them to be used more readily in a GIS environment. That said, georeferencing is\r\nnot orthorectifying or orthocorrecting. What it does allow is for the scan to be displayed\r\nrelative to other spatially referenced GIS layers. A georeferenced scan does not have\r\nthe properties of an actual orthoimage. Whereas an orthoimage can be used for making\r\naccurate measurements, a georeferenced image cannot, as it does not have the spatial\r\naccuracy and uniform scale of an orthoimage. \n\r\nftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPC_Historical_Aerials/Indexes/DVRPC_Historical_Aerial_Index_Maps.pdf\r\nhttps://www.dvrpc.org/webmaps/TileIndex/',)","(u'FullMetadataDisplay.aspx?file=DVRPC_HistoricImagery59_00.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPC_Historical_Aerials/
"(u""DVRPC's 2005 Topographic Contours - Bucks County"",)","(u'2005',)","(u'Delaware Valley Regional Planning Commission',)","(u""Contour lines connect a series of points of equal elevation and are used to illustrate topography, or relief, on a map. They show the height of ground above Mean Sea Level (M.S.L.).  Numerous contour lines that are close together indicate hilly or mountainous terrain; when far apart, they represent a gentler slope.  This data set consists of breaklines, mass points, and contours at a five foot interval for the 5-county, Pennsylvania portion of DVRPC's region in ESRI Personal Geodatabase format (Pennsylvania State Plane coordinate system, NAD83)."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_2005_contour_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPCBucks_Co_contours.zip
"(u""DVRPC's 2005 Topographic Contours - Chester County"",)","(u'2005',)","(u'Delaware Valley Regional Planning Commission',)","(u""Contour lines connect a series of points of equal elevation and are used to illustrate topography, or relief, on a map. They show the height of ground above Mean Sea Level (M.S.L.).  Numerous contour lines that are close together indicate hilly or mountainous terrain; when far apart, they represent a gentler slope.  This data set consists of breaklines, mass points, and contours at a five foot interval for the 5-county, Pennsylvania portion of DVRPC's region in ESRI Personal Geodatabase format (Pennsylvania State Plane coordinate system, NAD83)."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_2005_contour_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPCChester_Co_contours.zip
"(u""DVRPC's 2005 Topographic Contours - Delaware County"",)","(u'2005',)","(u'Delaware Valley Regional Planning Commission',)","(u""Contour lines connect a series of points of equal elevation and are used to illustrate topography, or relief, on a map. They show the height of ground above Mean Sea Level (M.S.L.).  Numerous contour lines that are close together indicate hilly or mountainous terrain; when far apart, they represent a gentler slope.  This data set consists of breaklines, mass points, and contours at a five foot interval for the 5-county, Pennsylvania portion of DVRPC's region in ESRI Personal Geodatabase format (Pennsylvania State Plane coordinate system, NAD83)."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_2005_contour_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPCDelaware_Co_contours.zip
"(u""DVRPC's 2005 Topographic Contours - Montgomery County"",)","(u'2005',)","(u'Delaware Valley Regional Planning Commission',)","(u""Contour lines connect a series of points of equal elevation and are used to illustrate topography, or relief, on a map. They show the height of ground above Mean Sea Level (M.S.L.).  Numerous contour lines that are close together indicate hilly or mountainous terrain; when far apart, they represent a gentler slope.  This data set consists of breaklines, mass points, and contours at a five foot interval for the 5-county, Pennsylvania portion of DVRPC's region in ESRI Personal Geodatabase format (Pennsylvania State Plane coordinate system, NAD83)."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_2005_contour_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPCMontgomery_Co_contours.zip
"(u""DVRPC's 2005 Topographic Contours - Philadelphia County"",)","(u'2005',)","(u'Delaware Valley Regional Planning Commission',)","(u""Contour lines connect a series of points of equal elevation and are used to illustrate topography, or relief, on a map. They show the height of ground above Mean Sea Level (M.S.L.).  Numerous contour lines that are close together indicate hilly or mountainous terrain; when far apart, they represent a gentler slope.  This data set consists of breaklines, mass points, and contours at a five foot interval for the 5-county, Pennsylvania portion of DVRPC's region in ESRI Personal Geodatabase format (Pennsylvania State Plane coordinate system, NAD83)."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_2005_contour_metadata_PA.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/dvrpc/DVRPCPhiladelphia_Co_contours.zip
"(u'NLT - Schuylkill Action Network - Land Prioritization Strategy Model (GIS Data and Maps)',)","(u'2007',)","(u'Delaware Valley Regional Planning Commission',)","(u'Natural Lands Trust works proactively to protect the natural heritage of the Philadelphia region for today and generations to come. This file contains various\r\nlayers and maps for Schuylkill Action Network - Land Prioritization Strategy Model Included maps are:\r\nComposite Resource Protection Prioritization, Composite Resource Protection Prioritization 3 color, DVRPC Future Development Year 2020-2030, Future Development on High Priority CRP Areas, NLT SC Conservation Resource Prioritization, PWD Source Water Model.\r\nAlso included are the GIS data layers that support these maps.',)","(u'FullMetadataDisplay.aspx?file=NLT_metadata04012007.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/nlt/NaturalLandsTrust2007.zip
