Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Stark County Parcels,"This parcel polygon layer is the primary parcel layer used with Stark County, Ohio. The parcel boundaries are maintained by the Stark County Auditor Office (SCAO) Tax Map Department. The SCAO uses a Computer-Assisted mass Appraisal (CAMA) database to maintain and store data on properties throughout the county. This data includes market valuations, property owners and addresses, and a variety of other information. This layer combines the parcel boundaries and the CAMA data using a SQL view. There are a number of other layers publicly-available by the county that include other combinations of parcel boundaries and background attribute data.For foreclosure data, seeHistoric Foreclosures.For land bank properties, seeLand Bank Parcels.For the market values of properties, seeMarket Values.For historic parcel sales, see Parcel Sales.",English,Stark County Ohio,State of Ohio,Geospatial data,,StarkCounty|Ohio|SCGIS|Parcel|Boundaries,2020-09-11T17:56:59.000Z,,,,Ohio,"-180,-68.923,180,89",Dataset|Service,Vector,Shapefile,https://ogrip-geohio.opendata.arcgis.com/datasets/bbeab7fa5368494c980e80be42d230f1_0,https://ogrip-geohio.opendata.arcgis.com/datasets/bbeab7fa5368494c980e80be42d230f1_0.zip,,https://scgisa.starkcountyohio.gov/arcgis/rest/services/Auditor/StarkCountyParcels/FeatureServer/0,,bbeab7fa5368494c980e80be42d230f1_0,Ohio State,11a-01,11a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Landslide Inventory – Dated,This dataset includes an inventory of documented landslide activity within Hennepin County. Landslides dated before 2016 were compiled by several sources and may vary in accuracy. Landslides dated since 2016 have been reported and vetted through the county's Emergency Management Department. This dataset will be updated on an as-needed basis. This dataset supports the Hennepin County Landslide Atlas: More info,English,Hennepin County,"Hennepin County, Minnesota",Geospatial data,,landslide|opendata|environment,2020-10-09T15:30:21.000Z,,,,"Hennepin County, Minnesota|Minnesota","-94.7283,43.8297,-91.2699,48.8202",Dataset|Service,Vector,Shapefile,https://gis-hennepin.opendata.arcgis.com/datasets/7a448ee1a09a4fc781857128f75d8827_0,https://gis-hennepin.opendata.arcgis.com/datasets/7a448ee1a09a4fc781857128f75d8827_0.zip,https://gis.hennepin.us/arcgis/rest/services/HennepinData/LANDSLIDE_DATED/MapServer/0,,,7a448ee1a09a4fc781857128f75d8827_0,Minnesota,05b-27053,05b-27053,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Landslide Inventory – Undated,"This dataset includes areas within Hennepin County that likely experienced landslide activity in historic or pre-historic times. The specific ages of the landslide activity are unknown, but likely range in the hundreds to thousands of years ago. The ares were digitized by analyzing digital elevation, hillshade and land cover data sources. The digital elevation and hillshade datasets are sourced from the metro's 2011 light detection and ranging (LIDAR) bare earth dataset. This dataset will be updated when newer LIDAR data becomes available. Undated Landslide Types Small slide: Areas of active erosion and multiple small slides; shallow-seated, estimated plane of failure is less than 4.5m (15ft); includes ravine sides that are subject to failure; common throughout the Lake Minnetonka region and interior of the county and along first order stream valleys and ravines.Scarp and flank: Steep head and side slopes where slide originated; deep-seated, estimated failure plane depth is greater than 4.5 m (15ft); may also include ravine heads, sapping basins, and human modified slopes; not always paired with a clear deposit.River slope: Intermediary between the large landslide and small slides and found along major rivers.Deposit: Lobe or fan-shaped area with smooth, hummocky or blocky surface expression; may include debris fans or colluvial fans; includes large historic landslides; primarily located along the major rivers and tributaries.Modified slope: Non-natural terrain in steep slope zone that may have been modified or repaired subsequent to a landslide: does not include areas of steep slopes that were clearly modified but had no indication of past landslides (e.g. highway slopes). This dataset supports the Hennepin County Landslide Atlas: More info",English,Hennepin County,"Hennepin County, Minnesota",Geospatial data,,landslide|opendata|environment,2020-10-09T15:55:19.000Z,,,,"Hennepin County, Minnesota|Minnesota","-93.7627,44.7857,-93.1803,45.2465",Dataset|Service,Vector,Shapefile,https://gis-hennepin.opendata.arcgis.com/datasets/c2ebd4556a2b477a8bd208da6972bea6_0,https://gis-hennepin.opendata.arcgis.com/datasets/c2ebd4556a2b477a8bd208da6972bea6_0.zip,https://gis.hennepin.us/arcgis/rest/services/HennepinData/LANDSLIDE_UNDATED/MapServer/0,,,c2ebd4556a2b477a8bd208da6972bea6_0,Minnesota,05b-27053,05b-27053,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public School Districts,"This feature layer contains layers school districts that are within Linn County, Iowa. This dataset is maintained by the Real Estate division within the Auditor's Office.Service DetailsUpdate Frequency: As neededService Coordinate System:Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|School|SchoolDistrict,2020-10-13T13:11:09.000Z,,,,"Linn County, Iowa|Iowa","-91.9492,41.7146,-91.014,42.384",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/75071298e6374f029fa7f6974c2d3669_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/75071298e6374f029fa7f6974c2d3669_0.zip,,https://lcgis.linncounty.org/ags/rest/services/RealEstate/dsSchoolDistrict/FeatureServer/0,,75071298e6374f029fa7f6974c2d3669_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Park Boundaries,"This feature layer contains Linn County, Iowa Park Boundaries. This layer is maintained by Linn County Conservation.Service DetailsUpdate Frequency:As neededFeature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,Conservation|ParkBoundaries|LinnCounty|Iowa,2018-02-28T19:49:37.000Z,,,,"Linn County, Iowa|Iowa","-91.833,41.8741,-91.3648,42.2962",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/0513b9c92c1446b98befd2ea068e56a7_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/0513b9c92c1446b98befd2ea068e56a7_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Conservation/dsParkBoundary/FeatureServer/0,,0513b9c92c1446b98befd2ea068e56a7_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public Intermediate School Attendance Areas,"This feature layer contains Linn County, Iowa Intermediate School Attendance Areas. This dataset is refreshed each weekday, however changes only occur after a School District request a change.Service DetailsUpdate Frequency:As Requested (by School District)Feature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Education|SchoolDistrict|AttendanceArea|School,2017-10-30T15:34:18.000Z,,,,"Linn County, Iowa|Iowa","-91.8405,41.8605,-91.4686,42.134",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/d0922d18acb446b186f5950ee4355b1e_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/d0922d18acb446b186f5950ee4355b1e_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Miscellaneous/dsIntermediateSchoolAttendanceAreas/FeatureServer/0,,d0922d18acb446b186f5950ee4355b1e_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public Middle School Attendance Area,"This featurelayer contains Linn County, Iowa Middle School Attendance Areas. This dataset is refreshed each weekday, however changes only occur after a School District request a change.Service DetailsUpdate Frequency:As Requested (by School District)Feature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Education|SchoolDistrict|AttendanceArea|MiddleSchool|School,2017-10-30T15:41:51.000Z,,,,"Linn County, Iowa|Iowa","-91.8469,41.8598,-91.3483,42.2988",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/c4f467d0d7284e30816dc4401fc7943b_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/c4f467d0d7284e30816dc4401fc7943b_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Miscellaneous/dsMiddleSchoolAttendanceArea/FeatureServer/0,,c4f467d0d7284e30816dc4401fc7943b_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public High School Attendance Area,"This feature layer contains Linn County, Iowa High School Attendance Areas. This dataset is refreshed each weekday, however changes only occur after a School District request a change.Service DetailsUpdate Frequency:As Requested (by School District)Feature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Education|HighSchool|AttendanceArea|SchoolDistrict|School,2017-10-30T15:46:03.000Z,,,,"Linn County, Iowa|Iowa","-91.8469,41.8598,-91.3483,42.2988",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/cd46b31668064ccbb527785b44c3a0d7_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/cd46b31668064ccbb527785b44c3a0d7_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Miscellaneous/dsHighSchoolAttendanceArea/FeatureServer/0,,cd46b31668064ccbb527785b44c3a0d7_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public Elementary School Attendance Area,"This feature layer contains Linn County, Iowa Elementary School Attendance Areas. This dataset is refreshed each weekday, however changes only occur after a School District request a change.Service DetailsUpdate Frequency:As Requested (by School District)Feature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Education|ElementarySchool|AttendanceArea|SchoolDistrict|School,2017-10-30T15:37:49.000Z,,,,"Linn County, Iowa|Iowa","-91.8469,41.8598,-91.3483,42.2988",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/ba8906bfd42a4a80a5db890dece6ebd4_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/ba8906bfd42a4a80a5db890dece6ebd4_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Miscellaneous/dsElementaryAttendanceArea/FeatureServer/0,,ba8906bfd42a4a80a5db890dece6ebd4_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Voting Precinct Split,"This feature layer contains Linn County, Iowa voting precinct boundaries and splits used to create the precinct boundariesfor all election types.Feature Layer DetailsUpdate Frequency:As NecessaryFeature Class Coordinate System: NAD 1983 (2011) Iowa State Plane North (wkid: 6463)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Elections|Auditor|Voting|PrecinctSplit,2017-10-30T15:04:18.000Z,,,,"Linn County, Iowa|Iowa","-91.8353,41.8596,-91.3633,42.2991",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/34b85e3ccd5444a2bc473aaaab74a4f7_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/34b85e3ccd5444a2bc473aaaab74a4f7_0.zip,,https://lcgis.linncounty.org/ags/rest/services/Elections/dsPrecinctSplit/FeatureServer/0,,34b85e3ccd5444a2bc473aaaab74a4f7_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Real Estate Boundary Lines,"This map image layer contains Linn County, Iowa parcel geometry joined to tax system information, as well as other derived datasets. This dataset is updated every weekday morning.Feature Layer DetailsUpdate Frequency:Every weekday (Monday - Friday)Feature Class Coordinate System: Web Mercator Auxiliary Sphere (wkid: 3857)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Boundary|RealEstate|Auditor|LandRecords|Cadastral,2017-10-20T14:31:41.000Z,,,,"Linn County, Iowa|Iowa","-101.2345,32.8504,-91.3633,42.2991",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/4fd51ae3572d4f3ba24fe84fef7511aa_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/4fd51ae3572d4f3ba24fe84fef7511aa_0.zip,,https://lcgis.linncounty.org/ags/rest/services/RealEstate/dsBoundaryLine/FeatureServer/0,,4fd51ae3572d4f3ba24fe84fef7511aa_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Real Estate Easements,"This map image layer contains Linn County, Iowa real estate address points maintained by the Real Estate group within the Auditor's Office.Feature Layer DetailsUpdate Frequency: As neededFeature Class Coordinate System: NAD 1983 (2011) Iowa State Plane North (wkid: 6463)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|Easement|RealEstate|Auditor|LandRecords|Cadastral,2017-10-20T14:22:00.000Z,,,,"Linn County, Iowa|Iowa","-91.8347,41.8598,-91.3635,42.2989",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/1bbf8a94a8bc4d408ef4486d3ed03740_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/1bbf8a94a8bc4d408ef4486d3ed03740_0.zip,,https://lcgis.linncounty.org/ags/rest/services/RealEstate/dsEasements/FeatureServer/0,,1bbf8a94a8bc4d408ef4486d3ed03740_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Building on Leased Land Ownership,"This map image layer contains Linn County, Iowa Buildings on Leased Land points joined to the tax system information, as well as other derived datasets. This dataset is updated every weekday morning.Feature Layer DetailsUpdate Frequency:Every weekday (Monday - Friday)Feature Class Coordinate System: NAD 1983 (2011) Iowa State Plane North (wkid: 6463)Max Visibility Scale: NoneMin Visibility Scale:1:750,000Max Features Returned: 2,000Additional ResourcesVisitLinn County, Iowaon the web.VisitLinn County, Iowa GISon the web.Visit theLinn County, Iowa GIS portal. This site is updated as needed to reflect maps, apps, and data of interest from various County departments.Contact InformationQuestions? Contact the GIS Division by phone at 319.892.5250 or byemail.",English,Linn County Iowa GIS,"Linn County, Iowa",Geospatial data,,LinnCounty|Iowa|BLL|BuildingsonLeasedLand|RealEstate|Auditor|LandRecords|Cadastral,2017-10-20T15:09:46.000Z,,,,"Linn County, Iowa|Iowa","-91.8295,41.8612,-91.3743,42.2947",Dataset|Service,Vector,Shapefile,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/fbbb1ff784644ec38ad8d4e7800e563d_0,https://opendata-linncounty-gis.opendata.arcgis.com/datasets/fbbb1ff784644ec38ad8d4e7800e563d_0.zip,,https://lcgis.linncounty.org/ags/rest/services/RealEstate/dsBLLOwnership/FeatureServer/0,,fbbb1ff784644ec38ad8d4e7800e563d_0,Iowa,03b-19113,03b-19113,Active,ArcGIS Hub,,Public,,FALSE,FALSE
