Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,Map Server,Feature Server,Image Server,Identifier,Slug,Provenance,Code,Is Part Of,Status,Accural Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,PLSS Section,"Public Land Survey System (PLSS) for State of Iowa. Includes townships, ranges and sections that have been modified for Iowa DOT use only. Warning: This dataset may not reflect legal boundary.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|PLSS|Township|Range|Public Land Survey System|Survey|Boundary|Assets|Inventory,2020-07-01T12:34:11.000Z,,,,Iowa,"-96.6394,40.3757,-90.1401,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/249ce0bfa11d448d9fa2e6ac83f1fc10_0,"http://public-iowadot.opendata.arcgis.com/datasets/249ce0bfa11d448d9fa2e6ac83f1fc10_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/PLSS_Section_View/FeatureServer/0,,249ce0bfa11d448d9fa2e6ac83f1fc10_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,PCC Plants,Locations for known PCC plants in Iowa with date of certification issuance/expiration.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,PCC|MAPLE|Concrete|Iowa Department of Transportation|Iowa DOT|Materials|Office of Construction and Materials|Ready Mix|RM,2020-06-30T20:03:41.000Z,,,,Iowa,"-96.5682,30.2398,-90.1917,44.8825",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/ab6196de5d2e4c69a3ddb4b01fec0f7c_0,"http://public-iowadot.opendata.arcgis.com/datasets/ab6196de5d2e4c69a3ddb4b01fec0f7c_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/PCC_Plants_View/FeatureServer/0,,ab6196de5d2e4c69a3ddb4b01fec0f7c_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,RPA TAP,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets,2020-06-25T13:27:19.000Z,,,,Iowa,"-96.6395,40.3756,-90.1404,43.5012",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a274bdd8c9684ff982c44dd9e1643056_1,"http://public-iowadot.opendata.arcgis.com/datasets/a274bdd8c9684ff982c44dd9e1643056_1.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer/1,,a274bdd8c9684ff982c44dd9e1643056_1,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,MPO TAP,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets,2020-06-25T13:27:19.000Z,,,,Iowa,"-96.6061,40.9943,-90.2541,42.6356",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a274bdd8c9684ff982c44dd9e1643056_0,"http://public-iowadot.opendata.arcgis.com/datasets/a274bdd8c9684ff982c44dd9e1643056_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer/0,,a274bdd8c9684ff982c44dd9e1643056_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,MPO Border,"Metropolitan Planning Organization (MPO) boundaries for the State of Iowa including contact information, location details and more.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa|MPO|Metropolitan Planning Organization|Planning|Metropolitan|Iowa DOT|Iowa Department of Transportation|Reference,2020-06-25T12:12:30.000Z,,,,Iowa,"-96.6061,40.9943,-90.2541,42.6356",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/2be809716ea442c891464705d71508ed_0,"http://public-iowadot.opendata.arcgis.com/datasets/2be809716ea442c891464705d71508ed_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/MPO_Border_View/FeatureServer/0,,2be809716ea442c891464705d71508ed_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Maintenance Garage,"Point feature class file providing the location, description, and contact information of all (102) Iowa Department of Transportation's Maintenance Garages (2017)",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Maintenance Garage|Cost Center|Iowa DOT|Iowa Department of Transportation|Assets|Inventory,2020-06-24T19:52:14.000Z,,,,Iowa,"-96.4229,40.6469,-90.5643,43.4337",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/43ac8c316a49469abcca1dc28ca887df_0,"http://public-iowadot.opendata.arcgis.com/datasets/43ac8c316a49469abcca1dc28ca887df_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Maintenance_Garage_View/FeatureServer/0,,43ac8c316a49469abcca1dc28ca887df_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Maintenance Districts,Maintenance District Boundaries generated from the county based district boundary layer and adjust to match the road networked based on which region is maintaining that area of the network. These are different than Iowa DOT's Transportation Districts.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Boundary|Reference|Maintenance|Iowa DOT|Iowa Department of Transportation|District|Boundaries,2020-06-24T19:02:29.000Z,,,,Iowa,"-96.6395,40.3756,-90.1396,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/24f3b635c8af4c65a92da80a907a7385_0,"http://public-iowadot.opendata.arcgis.com/datasets/24f3b635c8af4c65a92da80a907a7385_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Maintenance_District_View/FeatureServer/0,,24f3b635c8af4c65a92da80a907a7385_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,LDP Zone,Low Distortion Projection (LDP) Boundaries for Iowa,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,LDP|Low Distortion Projection|Iowa DOT|Iowa Department of Transportation|Survey|Reference,2020-06-18T19:40:58.000Z,,,,Iowa,"-96.6397,40.3754,-90.1401,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/4b706bff25fb476d97ec3c740cc6bf89_0,"http://public-iowadot.opendata.arcgis.com/datasets/4b706bff25fb476d97ec3c740cc6bf89_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/LDP_Zone_View/FeatureServer/0,,4b706bff25fb476d97ec3c740cc6bf89_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Warehouse,This service depicts public/contract freight warehousing facilities in the state. These facilities have the ability to produce significant freight-related traffic. Note: not all of the warehouses have access to multiple modes of transportation. Source: Leonard's Guide National Warehouse and Distribution,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Transload|Distribution Centers|Inventory,2020-06-18T14:08:20.000Z,,,,Iowa,"-96.5646,40.8257,-90.1883,43.0705",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/e70296b0aea44580a284d67f9aca0958_0,"http://public-iowadot.opendata.arcgis.com/datasets/e70296b0aea44580a284d67f9aca0958_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Warehouse_View/FeatureServer/0,,e70296b0aea44580a284d67f9aca0958_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Crash Data,General crash-wide data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Crash|Traffic|Accident|Safety|Iowa DOT|Iowa Department of Transportation,2020-06-15T19:52:36.000Z,,,,Iowa,"-96.6437,40.2331,-90.1613,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/104c99898c3c45d6b455bdf7fb594cd2_0,"http://public-iowadot.opendata.arcgis.com/datasets/104c99898c3c45d6b455bdf7fb594cd2_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Data_View/FeatureServer/0,,104c99898c3c45d6b455bdf7fb594cd2_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,County,The feature class contains the current county borders for the State of Iowa. These boundaries have been cartographically enhanced to reflect the major changes along the Missouri and Mississippi Rivers.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Boundaries|Iowa DOT|Iowa Department of Transportation|County|Counties|Reference,2020-06-15T18:54:43.000Z,,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/0ed89517514040c48de762fafcb27889_0,"http://public-iowadot.opendata.arcgis.com/datasets/0ed89517514040c48de762fafcb27889_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/County_View/FeatureServer/0,,0ed89517514040c48de762fafcb27889_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Closure Gate,"This is a representation of all gates and barricades that prevent access to the interstates. It consists of mainline barricades (left and right) that are physically located in the median and shoulder of the interstate that can be automatically lowered to prevent travel in the event of a road closure. It also includes ramp barricades that prevent travel onto the interstate by means of the entrance ramps, denoted with a ""Road Closed"" sign posted on a gate. (2015)",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Gates|Maintenance|Iowa DOT|Iowa Department of Transportation|Asset|Inventory,2020-06-15T18:10:53.000Z,,,,Iowa,"-96.3756,41.5474,-93.1962,43.1488",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/ac8999de82e64cc7847ad438545808f5_0,"http://public-iowadot.opendata.arcgis.com/datasets/ac8999de82e64cc7847ad438545808f5_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Closure_Gate_View/FeatureServer/0,,ac8999de82e64cc7847ad438545808f5_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,City,The feature class contains the current corporation boundaries for all incorporated cities in the State of Iowa.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa DOT|Iowa|City|Cities|Corporation Boundary|Boundary|Iowa Department of Transportation|Reference,2020-06-15T17:43:11.000Z,,,,Iowa,"-96.6105,40.3782,-90.1623,43.5009",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/24aaeff131bd4fba947c6508b91da7b4_0,"http://public-iowadot.opendata.arcgis.com/datasets/24aaeff131bd4fba947c6508b91da7b4_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/City_View/FeatureServer/0,,24aaeff131bd4fba947c6508b91da7b4_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport,"Airport locations and information in Iowa including contact information, location details and more.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Airport|Aviation|Inventory|Assets,2020-06-12T17:02:15.000Z,,,,Iowa,"-96.4023,40.4598,-90.3293,43.4522",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/419b0bf1a3404f1c93875bdef11e9fb9_0,"http://public-iowadot.opendata.arcgis.com/datasets/419b0bf1a3404f1c93875bdef11e9fb9_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_View/FeatureServer/0,,419b0bf1a3404f1c93875bdef11e9fb9_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,TAP View,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,English,Iowa Department of Transportation,State of Iowa,,,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets,2020-06-25T13:27:19.000Z,,,,Iowa,"-96.6395,40.3756,-90.1404,43.5012",,,,http://public-iowadot.opendata.arcgis.com/datasets/a274bdd8c9684ff982c44dd9e1643056,,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer,,a274bdd8c9684ff982c44dd9e1643056,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
