Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,College Campus CUP Boundaries,"College campuses are regulated by Section 65.220 of the Zoning Code. Portions of college campuses in Saint Paul that are in Residential zoning districts must be issued a Conditional Use Permit (CUP) outlining the boundary and restrictions to parking, setbacks from right-of-way, and building height, along with other requirements. Most campus CUPs were issued between 1985-1986, though many have been amended since.Attributes (Fields) Defined:College Name: Official name of the institution. Those included are:1) Luther Seminary2) College of Saint Catherine - Saint Paul3) University of Saint Thomas - Saint Paul4) Concordia University5) Hamline University6) Saint Paul Seminary7) Macalester College8) Mitchell Hamline School of Law9) Saint Paul College10) University of Minnesota - Saint PaulZoning File Index Number: Numberassigned to the zoning case of the college CUP. A corresponding file folder is kept in the office of the Department of Planning and Economic Development.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-04-27T15:01:34.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::college-campus-cup-boundaries,,item.html?id=d88f9dbe522040359b5571c587e8b601&sublayer=7,Minnesota,05c-02,05c-02_71,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Special Sign Overlay Zoning,"These are districts that are defined and referred to in the City's Zoning Code, as outlined inChapter 64.600 Special Sign Districts. These districts were created to regulate signage in a more specific way than what is provided in the existing zoning code. In many cases, these districts were created specifically to prohibit off-premises advertising signs (billboards); since many of these districts were created, the establishment of new off premises advertising signs has been prohibited citywide. Of note, several of the districts (Merriam Park, Snelling-Hamline and North End/South Como) follow old planning district boundaries that are no longer current. These sign district boundaries follow the old district lines, but their respective planning districts and district councils follow new boundaries, which are shared elsewhere through City GIS.Overlay districts:There are currently 17 special sign districts, or 20 if you include count the four subareas of the Greater East Side separately. These districts include sometimes overlapping geographies:Dayton's Bluff;Downtown;Grand Avenue;Greater East Side (including Arcade Street, Payne Avenue, Phalen Corridor/Phalen Village, and White Bear Avenue subareas);Hamline Midway;Highland Village;Macalester-Groveland;Merriam Park;North End/South Como;Shepard Davern;Smith Avenue;Snelling Hamline;Saint Anthony Park;Sunray-Battle Creek-Highwood;Tomas/Dale District 7;West Side; andWhite Bear Avenue.Attributes (Fields) Defined:Zoning:The shorthand for the zoning district, generally a combination of two or three letters and numbers.Zoning Name:The name of the zoning district.Zoning Description:A description of the zoning district, written in HTML, intended for use in the popup in ArcGIS Online.Notes:Notes on the zoning designation.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-04-27T14:55:37.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::special-sign-overlay-zoning,,item.html?id=a3f2db7ae31841bf872c58d08c381011&sublayer=5,Minnesota,05c-02,05c-02_72,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Ethos Participant Charges and Reconciliation Actions,"This table shows the offense types of the participants that have been resolved through the ETHOS program.ETHOS is a program based in restorative justice principles for low-level, non-violent criminal cases. Participants are diverted from the traditional criminal court process to engage in a restorative justice circle with members of the community who have been trained in the program goals and values.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-10-29T20:56:27.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::ethos-participant-charges-and-reconciliation-actions,,item.html?id=9e265fc55835458b8365d0e75397f584&sublayer=0,Minnesota,05c-02,05c-02_73,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Crime Incident Report,"The data is released by the Saint Paul Police Department every 2 to 3 weeks and includes the following categories: Homicide, Rape, Robbery, Aggravated Assault, Burglary, Theft, Auto Theft, Arson, Domestic Assaults, Vandalism, Narcotics, and Firearm Discharges.Statistics displayed do not reflect official crime index totals, and may change after full investigation.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-01-21T17:52:53.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::crime-incident-report,,item.html?id=a2ef17136fe84735b469c04975dc3df1&sublayer=0,Minnesota,05c-02,05c-02_74,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Vacant Buildings,Vacant Building Category:The City of Saint Paul requires a review of the sale of all vacant buildings. Requirements differ based on the category of vacancy.CATEGORY I:-Payment of registration and fees-Notify the City of new ownership-Restore utilities and comply with orders for legal occupancy-Obtain a Truth-in-Sale of Housing ReportCATEGORY II (No sale without City approval):-Registration of new ownership-Payment of registration and fees-Code compliance report-Cost estimate from licensed contractor for all repairs-A schedule for completion of the repairs-Proof of financial capability to complete all repairs.CATEGORY III (No sale without City approval):-No sale without a Certificate of Code Compliance or Certificate of Occupancy.For more information about Saint Paul's Vacant Building Program visit:https://www.stpaul.gov/departments/safety-inspections/rent-buy-sell-property/vacant-buildings/vacant-building-program,English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-04-05T21:00:51.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::vacant-buildings-3,,item.html?id=0e3324acd6af499b82ff99c115e02e10&sublayer=0,Minnesota,05c-02,05c-02_75,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,SAINT PAUL EXPENSE BUDGET ARCHIVE,"This dashboard has the proposed and adopted budgets for the City of Saint Paul's expenses from 2014 to the current year.For more information about the City's budget process, please visit our budget site here: https://www.stpaul.gov/departments/financial-services/saint-pauls-budget",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-11-01T18:36:05.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/apps/stpaul::saint-paul-expense-budget-archive,,item.html?id=a51b8a3f83b346e4a317c00c7a11d4db,Minnesota,05c-02,05c-02_76,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Resident Service Requests Dashboard,"The data in this dataset comes from the Department of Safety and Inspections and is collected through multiple methods, including phone, email and online form submission.For more information about the process, please visit:https://www.stpaul.gov/departments/safety-inspections/report-concern",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-01-27T20:18:17.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/apps/stpaul::resident-service-requests-dashboard,,item.html?id=297ed4a7f3454fc1910c4458291ea031,Minnesota,05c-02,05c-02_77,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Service Requests By Status,"The data in this dataset comes from the Department of Safety and Inspections and is collected through multiple methods, including phone, email and online form submission.For more information about the process, please visit:https://www.stpaul.gov/departments/safety-inspections/report-concern",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2022-01-26T16:33:31.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/apps/stpaul::service-requests-by-status,,item.html?id=04d7b511aebb4bcfac5b273837b16607,Minnesota,05c-02,05c-02_78,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,SAINT PAUL REVENUE BUDGET ARCHIVE,"This dashboard shows the proposed and adopted budgets for the City of Saint Paul's revenue from 2014 to the current year.For more information on the City's budget process, please visit our budget site here: https://www.stpaul.gov/departments/financial-services/saint-pauls-budget",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-11-01T18:45:15.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/apps/stpaul::saint-paul-revenue-budget-archive,,item.html?id=ee294141de7c49b7afd025fb06e9a08b,Minnesota,05c-02,05c-02_79,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Ethos Criminal Offense Types Resolved through Reconciliation,"This table shows the offense types of the participants that have been resolved through the ETHOS program.ETHOS is a program based in restorative justice principles for low-level, non-violent criminal cases. Participants are diverted from the traditional criminal court process to engage in a restorative justice circle with members of the community who have been trained in the program goals and values.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-10-29T21:03:44.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::ethos-criminal-offense-types-resolved-through-reconciliation,,item.html?id=ea8e21515121457ca4a74c34c0501b29&sublayer=0,Minnesota,05c-02,05c-02_80,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Ethos Resolutions by Reconciliation Type,"This view shows the reconciliations agreements made by the participants that have been resolved through the ETHOS program.ETHOS is a program based in restorative justice principles for low-level, non-violent criminal cases. Participants are diverted from the traditional criminal court process to engage in a restorative justice circle with members of the community who have been trained in the program goals and values.",English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-10-29T21:16:59.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::ethos-resolutions-by-reconciliation-type,,item.html?id=d0b53931f6794ff09c557ebe76a75d51&sublayer=0,Minnesota,05c-02,05c-02_81,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Adopted Capital Improvement Budgets,Created by GICinc for the migration from Socrata to ArcGIS Hub,English,Saint Paul GIS,"City of Saint Paul, Minnesota",Geospatial data,2021-10-07T16:29:53.000Z,,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Dataset|Service,Vector,Shapefile,https://information.stpaul.gov/maps/stpaul::adopted-capital-improvement-budgets,,item.html?id=741bd26f7ebe4e6e8f04f69a3faa1ffd&sublayer=0,Minnesota,05c-02,05c-02_82,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
