SYSTEM IDENTIFIER,Coordinates,Main Title,Display Date,Date Start,Date End
UMN_ALMA:9974084186401701,W0790500 W0781500 N0394000 N0392500; (W 79°05ʹ--W 78°15ʹ/N 39°40ʹ--N 39°25ʹ).,Map of Allegany County showing the topography and election districts,1924,1924,1924
UMN_ALMA:9915699940001701,W0970000 W0910000 N0500000 N0440000; (W 97°--W 91°/N 50°--N 44°).,"Railroad commissioners' map of Minnesota, 1924 ","1924, 1925",1924,1925
UMN_ALMA:9974092596801701,W1160000 W1080000 N0360000 N0321500; (W 116°--W 108°/N 36°--N 32°15ʹ).,"Reconnaissance of the Zuñi, Little Colorado, and Colorado Rivers ",1852,1852,1852
UMN_ALMA:9974756096501701,"E0610100 E0972300 N0371200 N0063300; (E 61°01'00""--E 97°23'00""/N 37°12'00""--N 6°33'00"").",Indian atlas,1863-1874,1863,1874
UMN_ALMA:9974832209801701,W1020000 W0731500 N0413000 N0281000; (W 102°00ʹ--W 73°15ʹ/N 41°30ʹ--N 28°10ʹ).,Phelps & Watson's historical and military map of the border and southern states,1863,1863,1863
UMN_ALMA:9974818901301701,"W0723800 W0721500 N0421600 N0420700; (W 72°38'00""--W 72°15'00""/N 42°16'00""--N 42°07'00"").",Chicopee River,1876,1876,1876
UMN_ALMA:9974077254901701,"W0710420 W0710230 N0422210 N0422050; (W 71℗ʻ04'20""--W 71℗ʻ02'30""/N 42℗ʻ22'10""--N 42℗ʻ20'50"").",A map of old Boston in the Commonwealth of Massachusetts,℗♭1929,1929,1929
UMN_ALMA:9974756207801701,E0680900 E0915600 N0353000 N0064500; (E 68°09ʹ00ʺ--E 91°56ʹ00ʺ/N 35°30ʹ00ʺ--N 6°45ʹ00ʺ),Map of Hindostan,,1760,1760
UMN_ALMA:9974771277501701,W0711200 W0705700 N0422817 N0421500; (W 71°12ʹ00ʺ--W 70°57ʹ00ʺ/N 42°28ʹ17ʺ--N 42°15ʹ00ʺ).,"Map of Boston : Cambridge, Somerville, Everett, Chelsea, Winthrop, Revere, Malden, Melrose, Medford, Belmont, Brookline, Winchester, Arlington, Watertown",1929,1929,1929
UMN_ALMA:9974083100901701,"W1253000 W0653300 N0490900 N0243600; (W 125°30'00""--W 65°33'00""/N 49°09'00""--N 24°36'00"").",Map of land-grant and bond-aided railroads of the United States,1912,1912,1912
UMN_ALMA:9974819737901701,W0800000 W0783000 N0433000 N0420000; (W 80°00ʹ00ʺ--W 78°30ʹ00ʺ/N 43°30ʹ00ʺ--N 42°00ʹ00ʺ).,"Ontario Lincoln and Welland and portions of Halton, Wentworth and Haldimand Counties ",1912,1912,1912
UMN_ALMA:9977713706501701,E0660600 E1401900 N0300000 S0125600; (E 66°06ʹ00ʺ--E 140°19ʹ00ʺ/N 30°00ʹ00ʺ--S 12°56ʹ00ʺ).,"Carte des Indes orientales : dessinée suivant les observations les plus recentes, dont le principal est tirée des cartes hydrographiques de Mr. D'Apres de Mannevillette ",1748,1748,1748
UMN_ALMA:9975522874501701,W0715100 W0413100 S0150100 S0370700; Not given,Paraqvaria vulgo Paragvay cum adjacentibus,1671,1671,1671
UMN_ALMA:9975281906301701,W0814900 W0665100 N0133100 S0050900; Not given,Colombie,1825,1825,1825
UMN_ALMA:9975253008601701,Not given,Vues de la côte du nord-ouest de l'Amérique : reconnue par les frégates Françaises la Boussole et l'Astrolabe en 1786,1797,1797,1797
UMN_ALMA:9976024309801701,"W0971400 W0892900 N0492300 N0432900; (W 97°14'00""--W 89°29'00""/N 49°23'00""--N 43°29'00"").",Map of Minnesota : with latest official census,1916,1916,1916
UMN_ALMA:9975600008601701,E0384700 E0631000 N0365600 N0234500; (E 38°47ʹ00ʺ--E 63°10ʹ00ʺ/N 36°56ʹ00ʺ--N 23°45ʹ00ʺ).,A new map of the Empire of Persia,Jany 1st 1790,1790,1790
UMN_ALMA:9976369408501701,E0490000 E0870000 N0510000 N0330000; Not given,"Map of Central Asia : comprising Bokhara, Cabool, Persia, the River Indus, and the countries eastwards of it ",1834,1834,1834
UMN_ALMA:9975771207601701,"W0971400 W0892900 N0492300 N0432900; (W 97°14'00""--W 89°29'00""/N 49°23'00""--N 43°29'00"").",Chapman's sectional map of the surveyed part of Minnesota,"1869, 1865",1865,1869
UMN_ALMA:9937001960001701,"W0960900 W0931600 N0492300 N0472400; (W 96°09'00""--W 93°16'00""/N 49°23'00""--N 47°24'00"").","Drainage survey ceded lands, Chippewas in Minnesota : surveyed in 1906-8 ",1909?,1909,1909
UMN_ALMA:9977654508901701,W0931549 W0931549 N0445848 N0445848; (W 93°15ʹ49ʺ--W 93°15ʹ49ʺ/N 44°58ʹ48ʺ--N 44°58ʹ48ʺ).,Geo. B. Wright's map of Minneapolis,1873?,1873,1873
UMN_ALMA:9976156485601701,"E0895500 E1200700 N0250600 S0100900; (E 89°55'00""--E 120°07'00""/N 25°06'00""--S 10°09'00"").","Le royaume de Siam, auec les royaumes qui luy sont tributaires, et les isles de Sumatra, Andemaon, etc., et les isles voisine : avec les observations des six Peres Jesuites envojez par le Roy en qualité de ses mathematiciens dans les Indes, et à la Chine ou est aussi tracée la route qu'ils ont tenüe par le Destroit de la Sonde jusqu'à Siam",1715?,1715,1715
UMN_ALMA:9976556107001701,"W1195345 W1183600 N0400550 N0391200; (W 119°53'45""--W 118°36'00""/N 40°05'50""--N 39°12'00"").","Newlands Irrigation Project, Nevada ",1925,1925,1925
UMN_ALMA:9978216749201701,"W1261300 W0633400 N0532900 N0455900; (W 126°13'00""-W 63°34'00""/N 53°29'00""-N 45°59'00"").||W1261300 W0633400 N0532900 N0455900; (W 126°13'00""-W 63°34'00""/N 53°29'00""-N 45°59'00"").",Profile of Canadian Pacific railway,1901,1901,1901
UMN_ALMA:9964639540001701,"W0931420 W0931314 N0445842 N0445813; (W 93°14'20""--W 93°13'14""/N 44°58'42""--N 44°58'13"").","A map shewing the campus, the buildings and the idiosyncracies of the University of Minnesota ",1927,1927,1927
UMN_ALMA:9976156487301701,W1800000 E1800000 N0900000 S0900000; (W 180°--E 180°/N 90°--S 90°).,Typvs orbis terrarvm,1579?,1579,1579
UMN_ALMA:9973346078701701,W0935000 W0932400 N0461600 N0453200; (W 93°50ʹ--W 93°24ʹ/N 46°16ʹ--N 45°32ʹ).,"Soil map, Mille Lacs County, Minnesota ",1927,1927,1927
UMN_ALMA:9975522802901701,E0082500 E0100500 N0552300 N0544500; (E 8°25ʹ00ʺ--E 10°05ʹ00ʺ/N 55°23ʹ00ʺ--N 54°45ʹ00ʺ).,Sprogkort over Sønderjylland,between 1920 and 1930,1920,1930
UMN_ALMA:9974856992501701,W1090000 W1020000 N0410000 N0370000; (W 109°--W 102°/N 41°--N 37°).,Rand McNally official 1925 auto trails map of Colorado,1925,1925,1925
UMN_ALMA:9975213894601701,"W1250100 W0595900 N0495900 N0345800; (W 125°01'00""--W 59°59'00""/N 49°59'00""--N 34°58'00"").",Map of the Northern Pacific railroad and connections,1885,1885,1885
UMN_ALMA:9975626076901701,W0053300 E0093900 N0510700 N0411900; (W 5°33ʹ00ʺ--E 9°39ʹ00ʺ/N 51°07ʹ00ʺ--N 41°19ʹ00ʺ).,"Carte des postes de France : dressée par ordre et dediée à Monseigneur Etienne Francois de Choiseul, Duc de Choiseul d'Amboise, pair de France ",1769,1769,1769
UMN_ALMA:9976655909501701,"W0881700 W0881440 N0432520 N0432100; (W 88°17'00""--W 88°14'40""/N 43°25'20""--N 43°21'00"").","Hydrographic map of Big Cedar Lake, Wisconsin, Washington Co. ",1899,1899,1899
UMN_ALMA:9975281804901701,"W0053300 E0093900 N0520000 N0412000; (W 5°33'00""-E 9°39'00""/N 52°00'00""-N 41°19'00"").",Carte des canaux et rivieres navigables de la France et de La Belgique,1918,1918,1918
UMN_ALMA:9975272006401701,E0011100 E0081500 N0512200 N0472300; (E 1°11ʹ--E 8°15ʹ/N 51°22ʹ--N 47°23ʹ).,"Red, white and blue liberty war map, showing the fighting fronts of the United States Army and her allies : from London, Eng. to Basel, Switzerland ",1918,1918,1918
UMN_ALMA:9952838990001701,W1250000 W0660000 N0490000 N0240000; (W 125°--W 66°/N 49°--N 24°).,Map showing the locations of works and surveys for river and harbor improvement : compiled for the Index to the Reports of the Chief of Engineers,1879,1879,1879
UMN_ALMA:9952838990001701,W1250000 W0660000 N0490000 N0240000; (W 125°--W 66°/N 49°--N 24°).,Map showing the locations of works and surveys for river and harbor improvement : compiled for the Index to the Reports of the Chief of Engineers,1879,1879,1879
UMN_ALMA:9964147690001701,"W0931940 W0931130 N0450250 N0445410; (W 93°19'40""--W 93°11'30""/N 45°02'50""--N 44°54'10"").","Guide map of Minneapolis, Minnesota : accurately locating all streets and avenues, also giving the route of every street car line, with distinguishing colors of signs and lights, together with the transfer system, etc. ",1891,1891,1891
UMN_ALMA:9923967060001701,"E0195500 W1695300 N0782700 N0371400; (E 19°55'00""--W 169°53'00""/N 78°27'00""--N 37°14'00"")",Russie d'Asie 1:2 000 000,1927?,1927,1927
UMN_ALMA:9976670408201701,"W0883230 W0881455 N0431010 N0430200; (W 88°32'30""--W 88°14'55""/N 43°10'10""--N 43°02'00"").","Hydrographic map of the Oconomowoc-Waukesha Lake District, Waukesha County, Wis. ",1898,1898,1898
UMN_ALMA:9976470508601701,E0493500 E0502400 N0403600 N0401200; (E 49°35'--E 50°24'/N 40°36'--N 40°12').,Detalʹnai︠a︡ geologicheskai︠a︡ karta Apsheronskago poluostrova : Bibi-Ėĭbat : masshtab 1:4200,,1914,1914
UMN_ALMA:9976470508601701,E0493500 E0502400 N0403600 N0401200; (E 49°35'--E 50°24'/N 40°36'--N 40°12').,Detalʹnai︠a︡ geologicheskai︠a︡ karta Apsheronskago poluostrova : Bibi-Ėĭbat : masshtab 1:4200,,1914,1914
UMN_ALMA:9976470508601701,E0493500 E0502400 N0403600 N0401200; (E 49°35'--E 50°24'/N 40°36'--N 40°12').,Detalʹnai︠a︡ geologicheskai︠a︡ karta Apsheronskago poluostrova : Bibi-Ėĭbat : masshtab 1:4200,,1914,1914
UMN_ALMA:9976878106301701,W0963800 W0900800 N0433000 N0402200; (W 96°38ʹ00ʺ--W 90°08ʹ00ʺ/N 43°30ʹ00ʺ--N 40°22ʹ00ʺ).,"Map of Iowa primary road system : work completed or under contract Dec. 1, 1922",1923,1923,1923
UMN_ALMA:9975637103801701,E0040300 E0312100 N0711800 N0574800; (E 4°03ʹ00ʺ--E 31°21ʹ00ʺ/N 71°18ʹ00ʺ--N 57°48ʹ00ʺ).,Karte von dem Königreiche Norwegen,1796,1796,1796
UMN_ALMA:9963422290001701,W0924000 W0920900 N0411100 N0405300; (W 92□40ʹ--W 92□09ʹ/N 41□11ʹ--N 40□53ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9942374600001701,W0921900 W0913200 N0464700 N0460600; (W 92□19ʹ--W 91□32ʹ/N 46□47ʹ--N 46□06ʹ).,"County map series (topographic), [Wisconsin]",between 1900 and 1999,1900,9999
UMN_ALMA:9965600790001701,W0930300 W0923000 N0423500 N0421100; (W 93□03ʹ--W 92□30ʹ/N 42□35ʹ--N 42□11ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9965600080001701,W0905500 W0901800 N0414700 N0412600; (W 90□55ʹ--W 90□18ʹ/N 41□47ʹ--N 41□26ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9923697990001701,W0935000 W0931900 N0415300 N0412800; (W 93□50ʹ--W 93□19ʹ/N 41□53ʹ--N 41□28ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9965571280001701,W0921900 W0914900 N0415300 N0413900; (W 92□26ʹ--W 91□55ʹ/N 41□32ʹ--N 41□09ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9933542260001701,W0930700 W0923700 N0411100 N0405300; (W 93□07ʹ--W 92□37ʹ/N 41□11ʹ--N 40□53ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9923697280001701,W0891500 W0881300 N0450300 N0443400; (W 89□15ʹ--W 88□13ʹ/N 45□03ʹ--N 44□34ʹ).,"County map series (topographic), [Wisconsin]",between 1900 and 1999,1900,9999
UMN_ALMA:9942382220001701,W0933430 W0930500 N0405500 N0403400; (W 93□34ʹ30 --W 93□05ʹ00 --N 40□55ʹ00 --N 40□34ʹ00 ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9951725620001701,W0955400 W0952100 N0405500 N0403400; (W 95□54ʹ--W 95□21ʹ/N 40□55ʹ--N 40□34ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9975421204301701,W0030800 W0022000 N0522300 N0514900; Not given,Herefordshire described with the true plot of the citie Hereford,,1676,1676
UMN_ALMA:9976156485701701,E0680600 W1405900 N0630400 S0202300; (E 68°06ʹ--W 140°59ʹ/N 63°04ʹ00ʺ--S 20°23ʹ).,Indiae orientalis insvlarvmqve adiacientivm typvs,1592,1592,1592
UMN_ALMA:9975272408901701,W0200000 E0600000 N0400000 S0400000; (W 20°--E 60°/N 40°--S 40°).,Africae nova tabula,1635,1635,1635
UMN_ALMA:9976156488101701,"W0072200 E0322100 N0845600 N0775400; (W 7°22'00""--E 32°21'00""/N 84°56'00""--N 77°54'00"")",Septentrionalium Terrarum descript,1628,1628,1628
UMN_ALMA:9976111898701701,W0192400 E0513200 N0365200 S0351000; (W 19°24ʹ00ʺ--E 51°32ʹ00ʺ/N 36°52ʹ00ʺ--S 35°10ʹ00ʺ).,Africa,1918?,1918,1918
UMN_ALMA:9975293107701701,"E0021700 E0184700 N0470500 N0374400; (E 2°17'00""--E 18°47'00""/N 47°05'00""--N 37°44'00"").",Tabula Italiae Antiquae in provincias et populas divisa,1779,1779,1779
UMN_ALMA:9975522874901701,E0122300 E0143600 N0501200 N0492300; (E 12°23ʹ00ʺ--E 14°36ʹ00ʺ/N 50°12ʹ00ʺ--N 49°23ʹ00ʺ).,Des Königreichs Böheim Kreise Beraun und Pilsen,between 1790 and 1799,1790,1799
UMN_ALMA:9975419184901701,E0135800 E0300200 N0454700 N0415800; (E 13°58ʹ00ʺ--E 30°02ʹ00ʺ/N 45°47ʹ00ʺ--N 41°58ʹ00ʺ).,"Pannonia, Dacia, Illyricum et Moesia ",1783,1783,1783
UMN_ALMA:9975421199601701,"E0045900 E0313700 N0711800 N0533000; (E 04°59'00""--E 31°37'00""/N 71°18'00""--N 53°30'00"").",Carte du royaume de Suède : comprenant la Suède propre et la Norwège et du Ronanne de Danemarck,1834,1834,1834
UMN_ALMA:9956461860001701,"W0712400 W0703500 N0423700 N0420000; (W 71°24'00""--W 70°35'00""/N 42°37'00""--N 42°00'00"").","Map of the country ... of Boston, 1896",1896,1896,1896
UMN_ALMA:9976772809501701,W0740000 W0723000 N0480000 N0463000; (W 74°00ʹ--W 72°30ʹ/N 48°00ʹ--N 46°30ʹ).,"Quebec, La Tuque sheet : portions of Champlain, Quebec, Portneuf, St. Maurice, Maskinongé, Berthier, and Joliette counties ",1928,1928,1928
UMN_ALMA:9976369196401701,"W0710500 W0684750 N0441600 N0430250; (W 71°05'00""--W 68°47'50""/N 44°16'00""--N 43°02'50"").",Map of the coast of Maine (western part),1893,1893,1893
UMN_ALMA:9975609190701701,E0990000 E1043000 N0080000 N0004000; (E 99°00ʹ00ʺ--E 104°30ʹ00ʺ/N 8°00ʹ00ʺ--N 0°40ʹ00ʺ).,Map of the Malay Peninsula,1911,1911,1911
UMN_ALMA:9975746299701701,W1800000 E1800000 N0900000 S0900000; (W 180°--E 180°/N 90°--S 90°).,Die erst general Tafel die Beschreibung und den Circkel des gantzen Erdtrichs und Meers innhaltende,1588,1588,1588
UMN_ALMA:9950182510001701,"E0243300 E0972300 N0473800 N0063300; (E 24°33'00""--E 97°23'00""/N 47°38'00""--N 6°33'00"")",Outlines of the countries between Delhi and Constantinople,1814,1814,1814
UMN_ALMA:9935012670001701,"E0670000 E0920000 N0300000 N0060000; (E 67°00'00""--E 92°00'00""/N 30°00'00""--N 6°00'00"")",India in eleven parts : with an index map,1831-1835,1831,1835
UMN_ALMA:9935012670001701,"E0670000 E0920000 N0300000 N0060000; (E 67°00'00""--E 92°00'00""/N 30°00'00""--N 6°00'00"")",India in eleven parts : with an index map,1831-1835,1831,1835
UMN_ALMA:9976715405301701,"E0103500 E0241000 N0690300 N0550700; (E 10°35'00""--E 24°10'00""/N 69°03'00""--N 55°07'00"").",Karta Öfver Norra Delen af Stora Kopparbergs Län,1865?,1865,1865
UMN_ALMA:9976715405301701,"E0103500 E0241000 N0690300 N0550700; (E 10°35'00""--E 24°10'00""/N 69°03'00""--N 55°07'00"").",Karta Öfver Norra Delen af Stora Kopparbergs Län,1865?,1865,1865
UMN_ALMA:9973943496901701,E0883000 E1380000 N0220000 S0060000; (E 88°30'-E 138°00'/N 22°00'-S 6°00').,Chart of the East India Islands : exhibiting the several passages between the Indian and Pacific Oceans ; inscribed to the commanders and officers of the British ships navigating those seas,1824,1824,1824
UMN_ALMA:9942407640001701,W0913400 W0903900 N0461100 N0453700; (W 91□34ʹ--W 90□39ʹ/N 46□11ʹ--N 45□37ʹ).,"County map series (topographic), [Wisconsin]",between 1900 and 1999,1900,9999
UMN_ALMA:9977713809201701,Not given,"Europam, sive Celticam veterem ",1649,1649,1649
UMN_ALMA:9978417804301701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul,1917,1917,1917
UMN_ALMA:9978417804201701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul,1917,1917,1917
UMN_ALMA:9978417802501701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,City of Saint Paul,1918,1918,1918
UMN_ALMA:9978417802301701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,City of Saint Paul,1918,1918,1918
UMN_ALMA:9978435078601701,E0290000 E0340000 N0060000 N0010000; (E 29°--E 34°/N 6°--N 1°59').,A Map of Emin Pasha's province,1890,1890,1890
UMN_ALMA:9978434784701701,"W0044300 E0081600 N0510300 N0422200; (W 4°43'00""--E 8°16'00""/N 51°03'00""--N 42°22'00"").","Carte de France levee par ordre du Roy, premiere feuille",1987,1736,1987
UMN_ALMA:9927557950001701,W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).||W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).,"Plan and profile of Umpqua River above Scottsburg, Oregon : North Umpqua River and tributaries ",1926,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9976075791501701,W0952200 W0942600 N0492600 N0482000; (W 95°22ʹ--W 94°26ʹ/N 49°26ʹ--N 48°20ʹ).,"Soil map, reconnaissance survey, Lake of the Woods County, Minnesota ",1926,1926,1926
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9976075791601701,W0962800 W0954400 N0451900 N0444600; (W 96°28ʹ--W 95°44ʹ/N 45°19ʹ--N 44°46ʹ).,"Soil map, Lac qui Parle County, Minnesota ",1924,1924,1924
UMN_ALMA:9978376531201701,W1140000 W1090000 N0420000 N0370000; (W 114°--W 109°/N 42°--N 37°).,Map of the state of Utah,1902,1906,1906
UMN_ALMA:9978376429001701,W1171500 W1110000 N0490000 N0420000; (W 117°15'-W 111°00'/N 49°00'-N 42°00').,State of Idaho,1905,1905,1905
UMN_ALMA:9978376727801701,W0914300 W0911300 N0435100 N0433000; (W 91°43ʹ--W 91°13ʹ/N 43°51ʹ--N 43°30ʹ).,"Geological map of Houston County, Minn. ",1876,1876,1876
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9978301839901701,W0931944 W0931335 N0450047 N0445444; (W 93°19ʹ44ʺ--W 93°13ʹ35ʺ/N 45°00ʹ47ʺ--N 44°54ʹ44ʺ).,Plan of the city of Minneapolis and vicinity,1874,1874,1874
UMN_ALMA:9931495900001701,W0810000 W0600000 N0530000 N0450000; (W 81°--W 60°/N 53°--N 45°),"A new map of the Province of Quebec, according to the Royal Proclamation, of the 7th of October 1763 : from the French surveys connected with those made after the war ",16th February 1776,1776,1776
UMN_ALMA:9927560930001701,"W1144800 W1113000 N0370000 N0344700; (W 114°48'00""--W 111°30'00""/N 37°00'00""--N 34°47'00"")","Plan and profile, Colorado River from Lees Ferry, Ariz., to Black Canyon, Ariz.-Nev., and Virgin River, Nev ",1924,1924,1924
UMN_ALMA:9978278838701701,E0273000 E0280000 S0260000 S0263000; (E 27°30ʹ--E 28°00ʹ/S 26°00ʹ--S 26°30ʹ).,"Africa 1:125,000 : Transvaal",1914,1914,1914
