Title,Spatial Coverage,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,License,Access Rights,File Size,Bounding Box
Education Facilities [Georgia],Georgia,HOTOSM United States (Georgia) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_georgia_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/10e0572f-c3c6-4c03-a358-d9adca44656a/hotosm_usa_georgia_education_facilities_points_shp.zip,4b3e57e1-01ff-484c-aa21-d92b34edf0b9,https://data.humdata.org/dataset/hotosm_usa_georgia_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-85.6052418,30.3556558,-80.751429,35.0006769"
Railways [Georgia],Georgia,HOTOSM United States (Georgia) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_georgia_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/10e0572f-c3c6-4c03-a358-d9adca44656a/hotosm_usa_georgia_railways_lines_shp.zip,1ed76595-b0e8-448d-81d6-17085586a46a,https://data.humdata.org/dataset/hotosm_usa_georgia_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-85.6052418,30.3556558,-80.751429,35.0006769"
Populated Places [Georgia],Georgia,HOTOSM United States (Georgia) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_georgia_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/10e0572f-c3c6-4c03-a358-d9adca44656a/hotosm_usa_georgia_populated_places_points_shp.zip,adcc24aa-f0ec-424a-8df7-32b6fbff89a5,https://data.humdata.org/dataset/hotosm_usa_georgia_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-85.6052418,30.3556558,-80.751429,35.0006769"
Buildings [Georgia],Georgia,HOTOSM United States (Georgia) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_georgia_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/10e0572f-c3c6-4c03-a358-d9adca44656a/hotosm_usa_georgia_buildings_polygons_shp.zip,53cb3358-2be5-4ac3-9744-1198d14b3f22,https://data.humdata.org/dataset/hotosm_usa_georgia_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-85.6052418,30.3556558,-80.751429,35.0006769"
Education Facilities [Hawaii],Hawaii,HOTOSM United States (Hawaii) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_education_facilities_points_shp.zip,c2ff34cf-a069-4083-b314-3b0179b40146,https://data.humdata.org/dataset/hotosm_usa_hawaii_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Roads [Hawaii],Hawaii,HOTOSM United States (Hawaii) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_roads_lines_shp.zip,2f123acf-6750-4eca-8f76-e33d07378572,https://data.humdata.org/dataset/hotosm_usa_hawaii_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Financial Services [Hawaii],Hawaii,HOTOSM United States (Hawaii) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_financial_services_points_shp.zip,e1ef9ca8-aabe-42ac-826d-6027e6d4c6dd,https://data.humdata.org/dataset/hotosm_usa_hawaii_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Railways [Hawaii],Hawaii,HOTOSM United States (Hawaii) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_railways_lines_shp.zip,1b94570e-3e3d-4194-b9d6-7362c8432179,https://data.humdata.org/dataset/hotosm_usa_hawaii_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Populated Places [Hawaii],Hawaii,HOTOSM United States (Hawaii) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_populated_places_points_shp.zip,01d1cdd9-8e9e-4c39-97bd-da2f01cfc02b,https://data.humdata.org/dataset/hotosm_usa_hawaii_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Buildings [Hawaii],Hawaii,HOTOSM United States (Hawaii) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_buildings_polygons_shp.zip,64653bad-fe79-4802-8be7-df4dcf17cf68,https://data.humdata.org/dataset/hotosm_usa_hawaii_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Waterways [Hawaii],Hawaii,HOTOSM United States (Hawaii) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_waterways_lines_shp.zip,e5c42c54-269e-4503-a380-ecbf9ae66a00,https://data.humdata.org/dataset/hotosm_usa_hawaii_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Airports [Hawaii],Hawaii,HOTOSM United States (Hawaii) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_airports_points_shp.zip,33e7da13-5181-4ba6-acba-84e982b227d3,https://data.humdata.org/dataset/hotosm_usa_hawaii_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Points of Interest [Hawaii],Hawaii,HOTOSM United States (Hawaii) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_points_of_interest_points_shp.zip,6a24874f-5b37-4189-b1cb-25bc0a82334d,https://data.humdata.org/dataset/hotosm_usa_hawaii_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Health Facilities [Hawaii],Hawaii,HOTOSM United States (Hawaii) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_health_facilities_points_shp.zip,f584ae14-5d8d-4e90-8b33-4cada44fddbc,https://data.humdata.org/dataset/hotosm_usa_hawaii_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
Sea Ports [Hawaii],Hawaii,HOTOSM United States (Hawaii) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_hawaii_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/84d6bc99-c02e-4854-9c24-13c5077a88f0/hotosm_usa_hawaii_sea_ports_points_shp.zip,4866ea3a-e892-4ea0-af81-8dce50e1c757,https://data.humdata.org/dataset/hotosm_usa_hawaii_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-178.443593,18.86546,-154.755792,28.517269"
