Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
IRC Ethiopia All Emergency Responses 28 February 2018 Update,IRC Ethiopia All Emergency Responses 28 February 2018 Update,"IIRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 28 Feb 2018.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|aid funding|geodata,2019-11-10,"February 28, 2018-February 28, 2018",2018-2018,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-all-emergency-responses-28-february-2018-update,https://data.humdata.org/dataset/c102295d-4085-4dcf-821e-48247159b6a1/resource/6b164136-d9e3-4fe3-9893-3eefa697fdaf/download/allimppartners28feb2018.zip,237c8f5c-cd93-4cb9-82aa-cad5b6ac2654,https://data.humdata.org/dataset/irc-ethiopia-all-emergency-responses-28-february-2018-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Public Domain / No Restrictions,Public,FALSE,FALSE,17.1K
IRC Ethiopia ECHO Funded Emergency Responses 30 September 2018 Update,IRC Ethiopia ECHO Funded Emergency Responses 30 September 2018 Update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia ECHO Funded Emergency Responses as of 30 Sep 2018.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|geodata,2019-11-10,"September 30, 2018-September 30, 2018",2018-2018,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-echo-funded-emergency-responses-30-september-2018-update,https://data.humdata.org/dataset/a340e393-fe9a-4574-bafb-596d60867e69/resource/6802d6db-8813-48d9-9cad-6dafdb0ff829/download/echoimppartners30sep2018.zip,2e50e338-5ce8-4e70-8b7b-5f74bb48188b,https://data.humdata.org/dataset/irc-ethiopia-echo-funded-emergency-responses-30-september-2018-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,3.1K
IRC Ethiopia OFDA Funded Emergency Responses 30 November 2017 update,IRC Ethiopia OFDA Funded Emergency Responses 30 November 2017 update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 30 November 2017",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|geodata|non-food items - nfi|water sanitation and hygiene - wash,2019-11-10,"November 30, 2017-November 30, 2017",2017-2017,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-30-november-2017,https://data.humdata.org/dataset/abc98580-7816-4ce2-9481-91a3c28c42ce/resource/60972882-bb25-4d20-bce2-4a349289b7df/download/allimplemnter30jnovember2017.zip,89de6011-9358-497f-a443-9609dcc741b5,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-30-november-2017,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,9.2K
"Eaux de surface détectées par images satellite à Lacs et alentours, Togo","Eaux de surface détectées par images satellite à Lacs et alentours, Togo","UNOSAT code: FL20191029TGO  Cette carte illustre l'étendue des eaux de surface détectées par images satellite (Sentinel-1, image du 26 Octobre 2019) à dans la préfecture de Lacs et alentours, Région Maritime, Togo. Dans la zone analysée d'environs 250,000 ha, environ 8,000 personnes sont potentiellement exposées aux 4060 ha d'eaux de surface détectées le 26 Octobre 2019. Ceci est une image préliminaite qui n'a pas été validée sur le terrain. Merci d'envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-10-31,"October 31, 2019-October 31, 2019",2019-2019,Never,Togo,"-0.144,11.1395,1.8089,6.1123",Vector data,Shapefile,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-images-satellite-a-lacs-et-alentours-togo,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/TG/FL20191029TGO/FL20191029TGO_SHP.zip,1df0855e-3c54-420f-901d-4afea1807fcf,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-images-satellite-a-lacs-et-alentours-togo,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Wildfires in Al-Haffa and Al-Qardaha Districts, Lattakia Governorate, Syria","Wildfires in Al-Haffa and Al-Qardaha Districts, Lattakia Governorate, Syria","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Al-Haffa and Al-Qardaha Districts, Lattakia Governorate, Syria, based on SPOT-6 imagery acquired on 21 October 2019. Approximately 433 ha of potentially burned areas were detected by UNOSAT as of 21 October 2019 (red). This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|wild fires,2019-10-31,"October 23, 2019-October 23, 2019",2019-2019,Never,Lebanon,"35.1037,34.6921,36.6237,33.055",Vector data,Shapefile,https://data.humdata.org/dataset/wildfires-in-al-haffa-and-al-qardaha-districts-lattakia-governorate-syria,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LB/FR20191016LBN/FR20191016LBN_SHP.zip,877b223a-d671-45e9-bd66-ae5ca511f2d3,https://data.humdata.org/dataset/wildfires-in-al-haffa-and-al-qardaha-districts-lattakia-governorate-syria,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
Wildfires in Akkar Governorate (Lebanon) Tartous and Homs Governorates (Syria).,Wildfires in Akkar Governorate (Lebanon) Tartous and Homs Governorates (Syria).,"UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Akkar, Tartous and Homs Governorates, in Lebanon and Syria, based on SPOT-6 imagery acquired on 21 October 2019. Approximately 549 ha of potentially burned areas were detected by UNOSAT as of 21 October 2019 (red). This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|urban fires,2019-10-31,"October 22, 2019-October 22, 2019",2019-2019,Never,Lebanon,"35.1037,34.6921,36.6237,33.055",Vector data,Shapefile,https://data.humdata.org/dataset/wildfires-in-akkar-governorate-lebanon-tartous-and-homs-governorates-syria,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LB/FR20191016LBN/FR20191016LBN_SHP.zip,20157bb7-9a73-4b0b-9590-2d0d0705f26d,https://data.humdata.org/dataset/wildfires-in-akkar-governorate-lebanon-tartous-and-homs-governorates-syria,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 16 October 2019 over MayoDanay and Logone-et-Chari Department, Far-North Region","Satellite detected waters extents, as of 16 October 2019 over MayoDanay and Logone-et-Chari Department, Far-North Region","UNOSAT code: FL20191017CMR  This map illustrates satellite-detected surface water in Mayo-Danay and Logone-et-Chari Department, Far-North Region of Cameroon as observed from Sentinel-2 imagery acquired on 16 October 2019. Within the analysed extent of about 2,500  km2, a total about 211 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-10-31,"October 22, 2019-October 22, 2019",2019-2019,Never,Cameroon,"8.4984,13.0833,16.1944,1.6559",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-16-october-2019-over-mayodanay-and-logone-et-chari-department-far-nor,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CM/FL20191017CMR/FL20191017CMR_SHP.zip,b7b5c14a-35c7-473e-8c5c-958bb13e9824,https://data.humdata.org/dataset/waters-extents-as-of-16-october-2019-over-mayodanay-and-logone-et-chari-department-far-nor,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Wildfires south of Beirut, in Aley and Chouf districts, Lebanon","Wildfires south of Beirut, in Aley and Chouf districts, Lebanon","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Aley and Chouf districts, in Lebanon, based on SPOT-6 imagery acquired on 19 October 2019. Approximately 1275 ha of potentially burned areas were detected by Copernicus-EMS as of 17 October 2019 (orange) and additional 92 ha of burned were detected by UNOSAT as of 19 October 2019 (red), which is equivalent to approximately 7% increase in affected surface area. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|urban fires,2019-10-31,"October 21, 2019-October 21, 2019",2019-2019,Never,Lebanon,"35.1037,34.6921,36.6237,33.055",Vector data,Shapefile,https://data.humdata.org/dataset/wildfires-south-of-beirut-in-aley-and-chouf-districts-lebanon,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LB/FR20191016LBN/FR20191016LBN_SHP.zip,8076aadd-017c-4455-9577-7eeb53425b15,https://data.humdata.org/dataset/wildfires-south-of-beirut-in-aley-and-chouf-districts-lebanon,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Wildfires east of Tyre, in South and El Nabatieh Governorates, Lebanon","Wildfires east of Tyre, in South and El Nabatieh Governorates, Lebanon","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in South and El Nabatieh Governorates, in Lebanon, based on SPOT-6 imagery acquired on 19 October 2019. Approximately 80 ha of potentially burned area were detected by UNOSAT as of 19 October 2019 (red), This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|urban fires,2019-10-31,"October 21, 2019-October 21, 2019",2019-2019,Never,Lebanon,"35.1037,34.6921,36.6237,33.055",Vector data,Shapefile,https://data.humdata.org/dataset/wildfires-east-of-tyre-in-south-and-el-nabatieh-governorates-lebanon,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LB/FR20191016LBN/FR20191016LBN_SHP.zip,dd1690e8-fdab-4724-8eca-530b6e7d31d3,https://data.humdata.org/dataset/wildfires-east-of-tyre-in-south-and-el-nabatieh-governorates-lebanon,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 11 October 2019 over Logone-et-Chari Department, Far-North Region of Cameroon","Satellite detected waters extents, as of 11 October 2019 over Logone-et-Chari Department, Far-North Region of Cameroon","UNOSAT code: FL20191017CMR  This map illustrates satellite-detected surface water in Mayo-Danay and Logone-et-Chari Department, Far-North Region of Cameroon as observed from Sentinel-2 imagery acquired on 11 October 2019. Within the analysed extent of about 7,200  km2, a total about 1,500 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-10-31,"October 18, 2019-October 18, 2019",2019-2019,Never,Cameroon,"8.4984,13.0833,16.1944,1.6559",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-11-october-2019-over-logone-et-chari-department-far-north-region-of-c,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CM/FL20191017CMR/FL20191017CMR_SHP.zip,ea52a2c2-504c-4d73-9385-3ad75abb3b25,https://data.humdata.org/dataset/waters-extents-as-of-11-october-2019-over-logone-et-chari-department-far-north-region-of-c,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
