Title,Date,Publisher,Description,Metadata
PAMAP Program - County Mosaics 2003 - 2006,2003 - 2006,DCNR PAMAP Program,"County Mosaics MR.SID format -  An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation.  Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The PAMAP 2005 natural color orthoimages were produced at 1-foot pixel resolution. Each orthoimage provides imagery for a 10,000 x 10,000 ft. block on the ground. The projected coordinate system is Pennsylvania State Plane South with a NAD83 datum. There is no image overlap been adjacent files. The orthoimage filenames were derived from the northwest corner of each ortho tile using the first four digits of the northing and easting coordinates referenced to the Pennsylvania State Plane coordinate system, followed by the State designator ""PA,"" and the State Plane zone designator ""S."" This dataset consists of 10000 x 10000 ft. uncompressed natural color (24-bit) GeoTIFF files at a pixel resolution of 1 foot.  The imagery was captured at a negative scale of 1:19200 for the purpose of producing orthophotos.",FullMetadataDisplay.aspx?file=PAMAP_CountyMosaics.xml
PAMAP Program - County Mosaics 2007 - 2008,2007 - 2008,DCNR PAMAP Program,"County Mosaics JPEG 2000 format -  This dataset, produced by the PAMAP Program, consists of an orthorectified digital raster image (i.e. orthoimage) with a horizontal ground resolution of 1 foot. An orthoimage is a remotely sensed image that has been positionally corrected for camera lens distortion, vertical displacement, and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Source images were captured in natural color at a negative scale of 1:19200. PAMAP data are organized into blocks, which do not have gaps or overlaps, that represent 10,000 feet by 10,000 feet on the ground. The coordinate system for blocks in the northern half of the state is Pennsylvania State Plane North (datum:NAD83, units: feet); blocks in the southern half of the state are in Pennsylvania State Plane South. A block name is formed by concatenating the first four digits of the State Plane northing and easting defining the block's northwest corner, the State identifier ""PA"", and the State Plane zone designator ""N"" or ""S"" (e.g. 45001210PAS).",FullMetadataDisplay.aspx?file=PAMAP_CountyMosaicsCycle2.xml
PAMAP Program - Hydrography (Line),2007,DCNR PAMAP Program,"This dataset consists of hydrography (streams, rivers) aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.",FullMetadataDisplay.aspx?file=PAMAP_HydrographyLine2007.xml
PAMAP Program - Hydrography (Polygon),2007,DCNR PAMAP Program,This dataset consists of hydrography (waterbodies) aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.,FullMetadataDisplay.aspx?file=PAMAP_HydrographyPoly2007.xml
PAMAP Program - LiDAR LAS  files,2006 - 2008,DCNR PAMAP Program,"This dataset consists of classified LiDAR (Light Detection and Ranging) elevation points produced by the PAMAP Program.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.

PAMAP data are organized into blocks, which do not have gaps or overlaps, that represent 10,000 feet by 10,000 feet on the ground. The coordinate system for blocks in the northern half of the state is Pennsylvania State Plane North (datum:NAD83, units: feet); blocks in the southern half of the state are in Pennsylvania State Plane South. A block name is formed by concatenating the first four digits of the State Plane northing and easting defining the block's northwest corner, the State identifier ""PA"", and the State Plane zone designator ""N"" or ""S"" (e.g. 45001210PAS).",FullMetadataDisplay.aspx?file=pamap_lidar_LAS.xml
PAMAP Program - Municipal Boundaries,2007,DCNR PAMAP Program,This dataset consists of county and municipal boundaries aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.,FullMetadataDisplay.aspx?file=PAMAP_MuniBoundaries2007.xml
PAMAP Program - Railroad Lines,2007,DCNR PAMAP Program,This dataset consists of railroad lines aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.,FullMetadataDisplay.aspx?file=PAMAP_Rail2007.xml
PAMAP Program - Roads,2007,DCNR PAMAP Program,This dataset consists of road centerlines aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.,FullMetadataDisplay.aspx?file=PAMAP_Roads2007.xml
PAMAP Program - Tile Index North,2005,DCNR PAMAP Program,"PAMAP 10,000 feet x 10,000 feet tile index covering counties in the southern State Plane zone of Pennsylvania.  This version has been updated to include additional tiles within a 5000 feet buffer of the Pennsylvania border.  Also, the one tile overlap along the border between the north-south State Plane zones has been removed.",FullMetadataDisplay.aspx?file=pamaptileindexnorth2006.xml
PAMAP Program - Tile Index South,2005,DCNR PAMAP Program,"PAMAP 10,000 feet x 10,000 feet tile index covering counties in the southern State Plane zone of Pennsylvania.  This version has been updated to include additional tiles within a 5000 feet buffer of the Pennsylvania border.  Also, the one tile overlap along the border between the north-south State Plane zones has been removed.",FullMetadataDisplay.aspx?file=pamaptileindexsouth2006.xml
PAMAP Program - Topographic Contours (2 ft Interval),2006 - 2008,DCNR PAMAP Program,"This dataset, provided by the PAMAP Program, consists of vectors used to classify LiDAR points and aesthetically enhance contour lines. The vectors are commonly delineated along features such as road edges, railroads, bridge decks, double line hydro (20' wide and greater), lakes and ponds, swamps and marshes, and extreme terrain breaks (cliffs, retaining walls, etc.). PAMAP data are organized into blocks, which do not have gaps or overlaps, that represent 10,000 feet by 10,000 feet on the ground. The coordinate system for blocks in the northern half of the state is Pennsylvania State Plane North (datum:NAD83, units: feet); blocks in the southern half of the state are in Pennsylvania State Plane South. A block name is formed by concatenating the first four digits of the State Plane northing and easting defining the block's northwest corner, the State identifier ""PA"", and the State Plane zone designator ""N"" or ""S"" (e.g. 45001210PAS).",FullMetadataDisplay.aspx?file=PAMAP_Contours.xml
108th Congressional Districts for the Delaware River Basin Area,2004,Delaware River Basin Commission DRBC,108th Congressional Districts for the Delaware River Basin Area.  These were compiled from the 4 basin states and combined into one layer.,FullMetadataDisplay.aspx?file=cd108_polygon.xml
County Seats for the Delaware River Basin Area,2004,Delaware River Basin Commission DRBC,County Seats (county capitals) for the Delaware River Basin Area,FullMetadataDisplay.aspx?file=countyseat.xml
Delaware River Basin boundary - line,2004,Delaware River Basin Commission DRBC,line boundary of the Delaware River basin,FullMetadataDisplay.aspx?file=drb_bnd_arc.xml
Delaware River Basin boundary - polygon,2004,Delaware River Basin Commission DRBC,polygon boundary of the Delaware River Basin,FullMetadataDisplay.aspx?file=drb_bnd_polygon.xml
Delaware River Basin Commission watershed boundaries - HUC 8,2004,Delaware River Basin Commission DRBC,watershed boundaries for the Delaware River Basin at the HUC 8 level,FullMetadataDisplay.aspx?file=drb_huc8_polygon.xml
Delaware River Basin county boundaries - clipped,2004,Delaware River Basin Commission DRBC,County boundaries clipped to the Delaware River Basin.,FullMetadataDisplay.aspx?file=drb_co_clip.xml
Delaware River Basin county boundaries - unclipped,2004,Delaware River Basin Commission DRBC,"County boundaries that touch the Delaware River Basin, not clipped to the basin boundary",FullMetadataDisplay.aspx?file=drb_co_polygon.xml
Delaware River Basin creeks and rivers,2004,Delaware River Basin Commission DRBC,creeks and rivers clipped to the Delaware River Basin,FullMetadataDisplay.aspx?file=drb_riv_arc.xml
Delaware River Basin major cities,2004,Delaware River Basin Commission DRBC,major cities and towns within Delaware River Basin,FullMetadataDisplay.aspx?file=drb_citytown_point.xml
Delaware River Basin Reservoirs,2004,Delaware River Basin Commission DRBC,Reservoirs located within the Delaware River Basin,FullMetadataDisplay.aspx?file=drb_res_polygon.xml
Delaware River Basin roads,2004,Delaware River Basin Commission DRBC,roads clipped to the Delaware River Basin,FullMetadataDisplay.aspx?file=drb_rds_arc.xml
Delaware River Basin sub-basins,2004,Delaware River Basin Commission DRBC,sub-basins within the Delaware River Basin,FullMetadataDisplay.aspx?file=drb_sb_polygon.xml
Delaware River Basin watershed boundaries - HUC 11,2004,Delaware River Basin Commission DRBC,watershed boundaries for the Delaware River Basin at the HUC 11 level,FullMetadataDisplay.aspx?file=drb_huc11_polygon.xml
Delaware River boundary,2004,Delaware River Basin Commission DRBC,Boundary of the Delaware river within the Delaware River Basin.,FullMetadataDisplay.aspx?file=delawareriver.xml
Delaware river bridges,2004,Delaware River Basin Commission DRBC,Bridges over the Delaware river within the Delaware River Basin,FullMetadataDisplay.aspx?file=delriv_bridg_arc.xml
Delaware River islands,2004,Delaware River Basin Commission DRBC,islands located on the Delaware River within the Delaware River Basin,FullMetadataDisplay.aspx?file=islands.xml
